offer_id,title,address,Cena,Powierzchnia,Forma_własności,Liczba_pokoi,Stan_wykończenia,Piętro,Balkon_ogród_taras,Czynsz,Miejsce_parkingowe,Obsługa_zdalna,Ogrzewanie,Rynek,Typ_ogłoszeniodawcy,Dostępne_od,Rok_budowy,Rodzaj_zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje_dodatkowe,Materiał_budynku,district
ID4d4BN,"4 Pokoje, stan b. dobry,","Warszawa, Praga-Południe, Grochów",650000.0,70.78,spółdzielcze własnościowe,4,,3/4,balkon,720 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,1994,blok,plastikowe,nie,"telewizja kablowa, internet, telefon",monitoring / ochrona,brak informacji,"piwnica, oddzielna kuchnia",,PRAGA-POŁUDNIE
ID4g9P2,Wawer_Ciche_4Pok_67m2_Kameralne Ogrodzone Osiedle!,"Warszawa, Wawer",710000.0,67.0,pełna własność,4,do zamieszkania,1/2,,zapytaj,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,2014,blok,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,WAWER
ID4fMAI,450m-Skm*Szybko do Centrum* 2 balkony!,"Warszawa, Ursus, Dyrekcyjna",799989.0,90.54,,5,do wykończenia,2/7,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,,2023,,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pom. użytkowe,,URSUS
ID4fQF9,2-pokojowe mieszkanie 36m2 + balkon,"Warszawa, Rembertów, ul. Chełmżyńska",371147.0,36.93,pełna własność,2,do wykończenia,1/5,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,REMBERTÓW
ID4gdQS,Piękne Mieszkanie Na Warszawskiej Pradze| 2 Pokoje,"Warszawa, Praga-Południe, Jana Zamoyskiego",619000.0,43.0,spółdzielcze wł. z KW,2,do zamieszkania,2,,560 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,2022-05-01,1908,kamienica,plastikowe,nie,brak informacji,"teren zamknięty, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,,PRAGA-POŁUDNIE
ID4cmFk,2-pokojowe mieszkanie 42m2 + balkon Bezpośrednio,"Warszawa, Białołęka",,42.21,pełna własność,2,do wykończenia,2/2,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,BIAŁOŁĘKA
ID4gf7O,"Żoliborz, taras 150m2, widne (wsch-płd-zach)","Warszawa, Żoliborz, ul. Jasnodworska",1586000.0,61.0,pełna własność,3,do zamieszkania,6/8,"balkon, taras",600 zł,garaż/miejsce parkingowe,zapytaj,,wtórny,prywatny,,2014,apartamentowiec,drewniane,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,,ŻOLIBORZ
ID4fLUy,"Atrakcyjne mieszkanie – Skorosze, 3 pokoje, 58 m","Warszawa, Ursus, Skorosze, ul. Aleksandra Prystora",720000.0,58.0,pełna własność,3,do zamieszkania,1/6,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2017,blok,plastikowe,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, meble, piekarnik, kuchenka",pom. użytkowe,pustak,URSUS
ID4cby9,3-pokojowe mieszkanie 57m2 + balkon Bezpośrednio,"Warszawa, Ursus",,57.07,pełna własność,3,do wykończenia,3/8,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,URSUS
ID4fCUD,"2 pokoje+kuchnia, SKM Gocławek, las. Po remoncie.","Warszawa, Praga-Południe, Gocławek, ul. Króla Maciusia",449000.0,38.0,pełna własność,2,do zamieszkania,2/4,balkon,330 zł,zapytaj,zapytaj,miejskie,wtórny,prywatny,,1970,blok,plastikowe,nie,"telewizja kablowa, internet",domofon / wideofon,"lodówka, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",wielka płyta,PRAGA-POŁUDNIE
ID4bfyB,Osiedle Hemara | mieszkanie D1/M247,"Warszawa, Białołęka, ul. Mariana Hemara",,44.15,,2,,2,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2022,,,tak,"telewizja kablowa, internet",domofon / wideofon,brak informacji,brak informacji,,BIAŁOŁĘKA
ID4euCT,Inwestycyjne Mieszkanie - gotowiec,"Warszawa, Bemowo, Jana Blatona",750000.0,65.2,,5,do zamieszkania,8/11,,768 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,2021-12-06,1986,blok,,tak,brak informacji,brak informacji,brak informacji,brak informacji,,BEMOWO
ID4dNZy,Sprzedam 3-pokojowe mieszkanie Sady Żoliborskie,"Warszawa, Żoliborz, ul. Włościańska 2",649000.0,57.5,pełna własność,3,do remontu,6/10,balkon,470 zł,garaż/miejsce parkingowe,zapytaj,,wtórny,prywatny,,1970,blok,drewniane,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",pralka,piwnica,wielka płyta,ŻOLIBORZ
ID4fAkt,"Śliczne 2 pok, 50,5 m2 Wola, Metro Polecam!","Warszawa, Wola, Marcina Kasprzaka",665000.0,50.5,spółdzielcze własnościowe,2,,4/4,balkon,2 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1950,blok,plastikowe,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,piwnica,cegła,WOLA
ID4g6Te,Rozkładowe M 2pokoje+kuchnia+duża loggia w sercu G,"Warszawa, Praga-Południe, Gocław, Eugeniusza Kwiatkowskiego",696600.0,54.0,spółdzielcze wł. z KW,2,do zamieszkania,7/16,balkon,600 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2006,apartamentowiec,,tak,brak informacji,monitoring / ochrona,brak informacji,piwnica,,PRAGA-POŁUDNIE
ID4fkKK,2 ustawne pokojowe Warszawa Włochy,"Warszawa, Włochy, Franciszka Hynka",427000.0,41.5,pełna własność,2,do remontu,parter/4,"balkon, ogródek",400 zł,zapytaj,Film,miejskie,wtórny,biuro nieruchomości,,1964,blok,plastikowe,nie,brak informacji,monitoring / ochrona,brak informacji,"piwnica, oddzielna kuchnia",cegła,WŁOCHY
ID4fdwd,"Mieszkanie, 46 m², Warszawa","Warszawa, Wawer",680000.0,46.0,pełna własność,2,,parter/3,ogródek,380 zł,zapytaj,zapytaj,gazowe,wtórny,biuro nieruchomości,,2018,apartamentowiec,plastikowe,tak,brak informacji,domofon / wideofon,brak informacji,piwnica,,WAWER
ID4aGX8,Apartament na 29 piętrze z widokiem na warszawski,"Warszawa, Śródmieście",1950000.0,67.0,pełna własność,2,,> 10/30,,730 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,2022-04-25,brak informacji,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon",brak informacji,meble,brak informacji,inne,ŚRÓDMIEŚCIE
ID4dLtS,Mieszkanie 3-pokojowe na Bielanach w trakcie remon,"Warszawa, Bielany, Młociny",558900.0,48.6,pełna własność,3,do remontu,9/10,balkon,410 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1973,blok,plastikowe,tak,brak informacji,domofon / wideofon,brak informacji,piwnica,wielka płyta,BIELANY
ID4fXiv,"Super lokalizacja!!, Parki, metro. Wyłączność.!!","Warszawa, Żoliborz, ul. Rafała Krajewskiego",778000.0,61.0,pełna własność,2,do remontu,3/3,balkon,740 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1959,kamienica,plastikowe,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia, pom. użytkowe",cegła,ŻOLIBORZ
ID4gdZO,"Miasteczko Wawer | 44,42 m2 | bezpośrednio","Warszawa, Wawer",492500.0,44.42,pełna własność,2,do wykończenia,2/8,balkon,zapytaj,garaż/miejsce parkingowe,tak,,pierwotny,prywatny,,2022,blok,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,WAWER
ID4eCpj,Kompaktowy Apartament Future Gardens 7F17,"Warszawa, Białołęka, ul. Warzelnicza 7",,59.94,pełna własność,3,do wykończenia,1/2,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,gazowe,pierwotny,deweloper,,2023,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pom. użytkowe,,BIAŁOŁĘKA
ID4fEAu,2-pokojowe mieszkanie 39m2 + balkon Bezpośrednio,"Warszawa, mazowieckie",,39.7,pełna własność,2,do wykończenia,6/8,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,MAZOWIECKIE
ID4ga7P,"Kamienica 54,82,M2,3 Pok., Ul.Krajewskiego,Metro (","Warszawa, Żoliborz, Rafała Krajewskiego",832000.0,54.82,pełna własność,3,,4/5,balkon,609 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1936,kamienica,plastikowe,nie,"telewizja kablowa, internet",domofon / wideofon,brak informacji,piwnica,cegła,ŻOLIBORZ
ID4fHRJ,3-pokojowe mieszkanie 58m2 + balkon Bezpośrednio,"Warszawa, Białołęka",,58.97,pełna własność,3,do wykończenia,2/2,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,BIAŁOŁĘKA
ID4g72B,"Kawalerka 28,5 m2 ul. Międzynarodowa","Warszawa, Praga-Południe",399000.0,28.5,spółdzielcze własnościowe,1,do zamieszkania,3/10,balkon,350 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,brak informacji,blok,,tak,brak informacji,monitoring / ochrona,brak informacji,"piwnica, oddzielna kuchnia, pom. użytkowe",żelbet,PRAGA-POŁUDNIE
ID4fZB3,"Mokotów, Park Łazienki, Wspaniała Lokalizacja!","Warszawa, Mokotów, Dolny Mokotów, Iwicka 40",625000.0,32.1,pełna własność,2,do zamieszkania,parter/3,,317 zł,zapytaj,zapytaj,miejskie,wtórny,prywatny,,1954,kamienica,plastikowe,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka",piwnica,cegła,MOKOTÓW
ID4gkvu,Gotowe * Na Wynajem * Blisko Centrum,"Warszawa, Śródmieście, Flagowa",400217.0,32.0,,1,,3/5,,zapytaj,zapytaj,zapytaj,,pierwotny,biuro nieruchomości,,brak informacji,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,ŚRÓDMIEŚCIE
ID4fMAG,Ogród-128m2*Obok autobus*Idealne dla rodziny,"Warszawa, Wawer, Miedzeszyn, Zagórzańska",812989.0,81.99,,4,do wykończenia,parter/1,"ogródek, taras",zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,,2022,,drewniane,nie,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,,WAWER
ID4gn7g,Mieszkanie 64m2 na osiedlu Wilanów.,"Warszawa, Wilanów",1120000.0,64.14,pełna własność,3,,2/4,balkon,700 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2012,apartamentowiec,drewniane,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,cegła,WILANÓW
ID4g8st,"4 pokoje,65,4m2 Białołęka Cicho, zielono, Polecam","Warszawa, Białołęka, Nowodwory, Grzymalitów",710000.0,65.4,pełna własność,4,,3/4,balkon,900 zł,garaż/miejsce parkingowe,zapytaj,kotłownia,wtórny,biuro nieruchomości,,2002,blok,plastikowe,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,brak informacji,cegła,BIAŁOŁĘKA
ID4fpNP,3-pokojowe mieszkanie 61m2 + loggia Bez Prowizji,"Warszawa, Włochy",,61.97,pełna własność,3,do wykończenia,2/10,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2024,,,nie,brak informacji,teren zamknięty,brak informacji,oddzielna kuchnia,,WŁOCHY
ID4cg4L,3-pokojowe mieszkanie 65m2 + 2 balkony,"Warszawa, mazowieckie",,65.37,pełna własność,3,do wykończenia,3/6,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,MAZOWIECKIE
ID4aTEz,"Mieszkanie 55 m2, 3pok, Praga-Południe, Międzynaro","Warszawa, Praga-Południe, Międzynarodowa",679000.0,55.0,spółdzielcze własnościowe,3,do remontu,6/10,balkon,500 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1970,blok,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,,PRAGA-POŁUDNIE
ID4eRdq,1-pokojowe mieszkanie 35m2 + balkon Bezpośrednio,"Warszawa, Białołęka",,35.79,pełna własność,1,do wykończenia,1/2,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BIAŁOŁĘKA
ID4g9RZ,Kawalerka 26m2 + 50 m2 ogródek | Metro młociny,"Warszawa, Bielany, ul. Tomasza Nocznickiego",470000.0,26.17,pełna własność,1,do zamieszkania,parter,"ogródek, taras",zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2016,blok,,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,cegła,BIELANY
ID4g9GV,Apartament Warszawa Wola Rondo Daszyńskiego,"Warszawa, Wola",1200000.0,42.0,pełna własność,2,do zamieszkania,> 10/29,,zapytaj,zapytaj,zapytaj,miejskie,pierwotny,prywatny,,2024,apartamentowiec,aluminiowe,nie,"internet, telefon",brak informacji,brak informacji,brak informacji,beton,WOLA
ID4ao9L,"Metro Stare Bielany 100m ,blisko Las Bielański","Warszawa, Bielany, Kazimierza Grodeckiego",1045000.0,71.0,pełna własność,3,do zamieszkania,1/4,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2002,blok,,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",meble,pom. użytkowe,,BIELANY
ID4d9Sk,Przestronny apartament 72m2 blisko centrum,"Warszawa, Mokotów",970000.0,72.0,pełna własność,3,do zamieszkania,4/4,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,2022-04-25,2017,apartamentowiec,plastikowe,tak,"internet, telefon",brak informacji,meble,brak informacji,,MOKOTÓW
ID4exim,apartament hotelowy z widokiem na centrum!,"Warszawa, Centrum",300000.0,18.0,,1,do wykończenia,> 10/27,balkon,zapytaj,garaż/miejsce parkingowe,tak,miejskie,pierwotny,biuro nieruchomości,,2021,apartamentowiec,plastikowe,tak,brak informacji,"system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,cegła,CENTRUM
ID4gfrj,2 pok. już od 507 000 zł. Klucze 06.2022r.,"Warszawa, Wola, Odolany, Odbierz klucze szybko, już 06.2022r. Atrakcyjny system płatności 20/80",507350.0,36.51,pełna własność,2,do wykończenia,3/8,"balkon, taras",zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,2022-06-01,2022,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,,WOLA
ID4esey,Idealna lokalizacja | 3 pokoje | Metro Płocka,"Warszawa, Wola, Skierniewicka",1100000.0,78.0,,3,do zamieszkania,> 10/16,,1 000 zł,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,,1992,blok,,tak,brak informacji,monitoring / ochrona,meble,brak informacji,,WOLA
ID4ghBI,Balkon I Cicha okolica I Skm I Park,"Warszawa, Włochy, Płużańska",725000.0,57.0,pełna własność,3,do zamieszkania,1/2,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,gazowe,wtórny,biuro nieruchomości,,2006,kamienica,,nie,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",meble,brak informacji,,WŁOCHY
ID3Nmrq,"Sprzedam Bezpośrednio mieszkanie,Warszawa ul. Miła","Warszawa, Centrum, ul. Miła",1950000.0,128.8,,4,do remontu,1,balkon,zapytaj,garaż/miejsce parkingowe,tak,miejskie,wtórny,biuro nieruchomości,,2001,blok,plastikowe,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,,CENTRUM
ID4g8zL,2-pokojowy apartament na Żoliborzu Artystycznym,"Warszawa, Żoliborz, ul. Kaliny Jędrusik",869000.0,49.0,pełna własność,2,do zamieszkania,4/5,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2016,apartamentowiec,plastikowe,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,,ŻOLIBORZ
ID4aZCF,"Komfortowe Mieszkanie Bogusławskiego, nr 22","Warszawa, Bielany, ul. Wojciecha Bogusławskiego",,58.22,,3,do wykończenia,4/5,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2023,apartamentowiec,,tak,internet,"domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,,BIELANY
ID4e7sJ,"0% Pcc, 0% prowizji! Nowe mieszkania na Bemowie!","Warszawa, Bemowo, Wieśniacza",,36.93,pełna własność,2,,3/6,ogródek,zapytaj,zapytaj,zapytaj,,pierwotny,biuro nieruchomości,,2024,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BEMOWO
ID4fYRL,2-pokojowe mieszkanie 33m2 + loggia,"Warszawa, Bemowo",,33.9,pełna własność,2,do wykończenia,1/5,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BEMOWO
ID4cXoP,2-pokojowe mieszkanie 42m2 + ogródek Bez Prowizji,"Warszawa, mazowieckie",,42.03,pełna własność,2,do wykończenia,parter/5,"taras, ogródek",zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,MAZOWIECKIE
ID4d7Sh,mieszkanie 44m2+taras na dachu 120m2+ garaż,"Warszawa, Mokotów",749990.0,43.78,pełna własność,2,do zamieszkania,3/3,"balkon, taras",550 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2009,apartamentowiec,drewniane,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,cegła,MOKOTÓW
ID4fBsK,Kawalerka na pograniczu Mokotowa i Wilanowa,"Warszawa, Mokotów, ul. Augustówka",399000.0,30.0,pełna własność,1,do zamieszkania,2/2,,zapytaj,garaż/miejsce parkingowe,tak,elektryczne,wtórny,biuro nieruchomości,,2002,apartamentowiec,plastikowe,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","lodówka, meble, kuchenka, telewizor, pralka",brak informacji,,MOKOTÓW
ID4fW3o,Kawalerka na Mokotowie - 29 m2 - 0% prowizji,"Warszawa, Mokotów",,29.0,,1,,2/11,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2022,apartamentowiec,drewniane,tak,"telewizja kablowa, internet, telefon",brak informacji,brak informacji,brak informacji,cegła,MOKOTÓW
ID4fl88,Mieszkanie 52 m Skarbka z Gór Białołęka,"Warszawa, Białołęka, ul. Skarbka z Gór",485000.0,53.0,spółdzielcze wł. z KW,2,do zamieszkania,parter/2,balkon,710 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2006,blok,plastikowe,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, meble, piekarnik, kuchenka, pralka","oddzielna kuchnia, pom. użytkowe",inne,BIAŁOŁĘKA
ID4dt7e,Trzypokojowe Mieszkanie Laveli Residence M47,"Warszawa, Wesoła, ul. Fabryczna",600631.0,60.45,,3,do wykończenia,1/4,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2022,,,tak,"telewizja kablowa, internet",domofon / wideofon,brak informacji,brak informacji,,WESOŁA
ID4dxKi,4-pokojowe mieszkanie 92m2 + balkon Bezpośrednio,"Warszawa, Bemowo",,92.9,pełna własność,4,do wykończenia,3/5,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,BEMOWO
ID4bXoQ,Sady Żoliborskie - rozkładowe 3 pokoje,"Warszawa, Żoliborz, Sady Żoliborskie",599000.0,57.1,pełna własność,3,do remontu,5/10,balkon,500 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1969,blok,plastikowe,tak,"telewizja kablowa, internet",monitoring / ochrona,brak informacji,"piwnica, oddzielna kuchnia",żelbet,ŻOLIBORZ
ID4bolh,REZERWACJA Odkryty Zakątek | urocze mieszkanie M5,"Warszawa, Białołęka, ul. Odkryta 50",,53.47,,3,do wykończenia,1/4,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2023,blok,,tak,"telewizja kablowa, internet",domofon / wideofon,brak informacji,brak informacji,,BIAŁOŁĘKA
ID4glc3,"Ciche z balkonem, Jana Kazimierza","Warszawa, Wola, Odolany",660000.0,45.5,pełna własność,2,do zamieszkania,4/5,balkon,470 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2017,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet",monitoring / ochrona,meble,brak informacji,silikat,WOLA
ID4fjoM,Mieszkanie 2 Pok./Ogród/Kameralne Osiedle/Gocławek,"Warszawa, Praga-Południe",,36.91,pełna własność,2,,parter/4,,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2023,blok,plastikowe,tak,"internet, telefon",brak informacji,brak informacji,brak informacji,,PRAGA-POŁUDNIE
ID4eTkb,Rewelacyjna Oferta Dla Rodziny Lub Na Inwestycję,"Warszawa, Wilanów, Wilanowska",1130000.0,74.73,pełna własność,3,,parter/4,ogródek,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2008,apartamentowiec,,tak,"telewizja kablowa, internet, telefon",brak informacji,brak informacji,oddzielna kuchnia,,WILANÓW
ID4cc42,Nowoczesne 3 Pok. Mieszkanie / Żoliborz,"Warszawa, Żoliborz, Przasnyska",1500000.0,70.0,pełna własność,3,do zamieszkania,2/6,balkon,702 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2015,apartamentowiec,drewniane,tak,"telewizja kablowa, internet, telefon",monitoring / ochrona,brak informacji,pom. użytkowe,cegła,ŻOLIBORZ
ID4gmN4,Nowe mieszkanie w otulinie lasu! Bez prowizji,"Warszawa, Wawer, Ogórkowa",679000.0,120.54,pełna własność,4,do wykończenia,1/1,ogródek,zapytaj,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,2023-04-01,2023,dom wolnostojący,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,silikat,WAWER
ID4fy6J,Okazja 2 pokoje przy metrze,"Warszawa, Ursynów",760000.0,57.81,pełna własność,2,do zamieszkania,9/12,,zapytaj,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,1998,apartamentowiec,plastikowe,tak,brak informacji,brak informacji,brak informacji,brak informacji,cegła,URSYNÓW
ID4eYaC,Na sprzedaż 3 pok. WARSZAWA ŚRÓDMIEŚCIE ŻELAZNA,"Warszawa, Śródmieście",1190000.0,71.0,pełna własność,3,do zamieszkania,10/15,balkon,650 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,2007,apartamentowiec,plastikowe,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,,ŚRÓDMIEŚCIE
ID4ak54,widok na Park Promenada/view of the Promenada Park,"Warszawa, Mokotów, Puławska",1496715.0,63.69,pełna własność,3,do wykończenia,2/8,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,2020,apartamentowiec,,tak,brak informacji,monitoring / ochrona,brak informacji,pom. użytkowe,,MOKOTÓW
ID4e77U,"Mieszkanie, 27 m², Warszawa","Warszawa, Praga-Południe, Saska Kępa, Francuska",430000.0,27.0,pełna własność,1,do zamieszkania,parter/2,,zapytaj,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,1960,,,nie,"telewizja kablowa, internet, telefon",brak informacji,brak informacji,brak informacji,cegła,PRAGA-POŁUDNIE
ID4g691,Idealne mieszkanie dla rodziny - świetny rozkład !,"Warszawa, Praga-Południe, Grochów, Łukowska",1080000.0,86.1,pełna własność,4,,8/8,balkon,980 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,2011,apartamentowiec,plastikowe,tak,"telewizja kablowa, telefon",monitoring / ochrona,brak informacji,"piwnica, oddzielna kuchnia",,PRAGA-POŁUDNIE
ID4eIz5,"Bezpośrednio, 2-pokojowe mieszkanie na Kabatach","Warszawa, Ursynów, Kabaty, ul. Stryjeńskich 8",695000.0,53.5,spółdzielcze wł. z KW,2,do zamieszkania,5/5,balkon,860 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2001,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, kuchenka, pralka","piwnica, pom. użytkowe",cegła,URSYNÓW
ID4f6BJ,1-pokojowe mieszkanie 25m2 + loggia Bez Prowizji,"Warszawa, Mokotów",386205.0,25.2,pełna własność,1,do wykończenia,5/10,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2022,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,MOKOTÓW
ID4g1GX,"Mieszkanie inwestycyjne, 57m2, 5 pokojowe","Warszawa, Żoliborz, Gwiaździsta",849000.0,57.0,spółdzielcze własnościowe,5,,parter/10,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,,1982,blok,,tak,brak informacji,brak informacji,brak informacji,"piwnica, pom. użytkowe",,ŻOLIBORZ
ID47ceG,"4-6 Pok, 133m2, Ogródek 80 m2, 2 Miejsca","Warszawa, Ursynów, Nowe Jeziorki",759000.0,133.0,,4,,zapytaj,ogródek,zapytaj,zapytaj,zapytaj,,pierwotny,biuro nieruchomości,,2021,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,URSYNÓW
