offer_id,title,address,Cena,Powierzchnia,Forma_własności,Liczba_pokoi,Stan_wykończenia,Piętro,Balkon_ogród_taras,Czynsz,Miejsce_parkingowe,Obsługa_zdalna,Ogrzewanie,Rynek,Typ_ogłoszeniodawcy,Dostępne_od,Rok_budowy,Rodzaj_zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje_dodatkowe,Materiał_budynku,district
ID4g5Jy,1-pokojowy lokal inwestycyjny 31m2 Bezpośrednio,"Warszawa, Wesoła",,31.41,pełna własność,1,do wykończenia,3/6,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,WESOŁA
ID4gbH9,"2 pokoje do zamieszkania, stacja M2 - Płocka","Warszawa, Wola, Koło, Skierniewicka",424000.0,30.2,,2,,2/10,,zapytaj,zapytaj,zapytaj,,wtórny,biuro nieruchomości,2022-02-22,1977,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,WOLA
ID4fVaV,2-pokojowe mieszkanie 39m2 + ogródek Bez Prowizji,"Warszawa, Bemowo",,39.65,pełna własność,2,do wykończenia,parter/6,"taras, ogródek",zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BEMOWO
ID4cYZ0,5-pokojowe mieszkanie 101m2 + ogródek Bezpośrednio,"Warszawa, mazowieckie",,101.48,pełna własność,5,do wykończenia,4/5,"taras, balkon, ogródek",zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,dwupoziomowe,,MAZOWIECKIE
ID4fwrp,"Metro, rozkładowe, dla rodziny, balkon, piwnica.","Warszawa, Bielany, Wawrzyszew, Williama Szekspira",570000.0,50.7,pełna własność,3,do zamieszkania,2/11,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,,1975,,plastikowe,nie,brak informacji,brak informacji,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,,BIELANY
ID4flga,1-pokojowe mieszkanie 28m2 + balkon Bez Prowizji,"Warszawa, Ursynów",,28.07,pełna własność,1,do wykończenia,7/10,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,URSYNÓW
ID4geDN,Ustawne 4-pokojowe mieszkanie WAWER ul. Poematu,"Warszawa, Wawer",735797.0,83.24,,4,,2/5,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,deweloper,,2023,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,piwnica,,WAWER
ID4gmyp,ul.Andersena duże mieszkanie kameralny blok,"Warszawa, Bielany, Wawrzyszew, Hansa Christiana Andersena",895000.0,83.14,,3,do zamieszkania,8/10,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1990,blok,plastikowe,tak,brak informacji,domofon / wideofon,brak informacji,piwnica,inne,BIELANY
ID4fPTF,"3 pokoje/45,5m2 na Saskiej Kępie","Warszawa, Praga-Południe, Saska Kępa, Międzynarodowa",570000.0,45.5,spółdzielcze własnościowe,3,do remontu,5/11,balkon,500 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1971,blok,plastikowe,tak,brak informacji,domofon / wideofon,brak informacji,piwnica,wielka płyta,PRAGA-POŁUDNIE
ID4aOp8,Ciche 149 m2 Wilanów Zawady,"Warszawa, Wilanów",1800000.0,149.2,pełna własność,5,do zamieszkania,1/3,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2003,apartamentowiec,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,WILANÓW
ID4fVhQ,3-pokojowe mieszkanie 57m2 + balkon Bezpośrednio,"Warszawa, Wola",,57.65,pełna własność,3,do wykończenia,1/8,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,WOLA
ID4g8cm,1-pokojowe mieszkanie 29m2 + balkon Bez Prowizji,"Warszawa, Włochy",,29.23,pełna własność,1,do wykończenia,3/5,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,WŁOCHY
ID4g3u5,53m2 2pokoje+komórka+parking Sady Rembertowskie 1,"Warszawa, Rembertów, Stary Rembertów, ul. Ignacego Paderewskiego",500000.0,53.0,pełna własność,2,do zamieszkania,4/4,balkon,680 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2004,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",cegła,REMBERTÓW
ID4fiDK,"Pzestronne miekszanie na Ursynowie 45,5 m2.","Warszawa, Ursynów, Jana Miklaszewskiego",549000.0,46.4,spółdzielcze własnościowe,2,do remontu,1/4,,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1979,blok,,nie,brak informacji,brak informacji,brak informacji,"piwnica, pom. użytkowe",wielka płyta,URSYNÓW
ID4fpPz,2-pokojowe mieszkanie 48m2 + loggia,"Warszawa, Włochy",,48.61,pełna własność,2,do wykończenia,5/10,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2024,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,WŁOCHY
ID4cbzr,4-pokojowe mieszkanie 68m2 + 2 balkony,"Warszawa, Ursus",,68.08,pełna własność,4,do wykończenia,8/8,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,URSUS
ID4fJO7,Apartament w kamienicy blisko Parku Arkadia,"Warszawa, Mokotów, Puławska",2550000.0,117.34,pełna własność,4,do zamieszkania,1/3,balkon,1 265 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,1938,kamienica,plastikowe,nie,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",piwnica,cegła,MOKOTÓW
ID4fpQa,2-pokojowe mieszkanie 47m2 + ogródek,"Warszawa, Włochy",,47.62,pełna własność,2,do wykończenia,parter/10,"taras, ogródek",zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2024,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,WŁOCHY
ID4gjXU,"55 m, 3 pokoje, po generalnym remoncie, super","Warszawa, Targówek",649000.0,55.0,pełna własność,3,do zamieszkania,parter,balkon,550 zł,zapytaj,zapytaj,miejskie,wtórny,prywatny,,1970,blok,plastikowe,tak,brak informacji,domofon / wideofon,"zmywarka, piekarnik, kuchenka","piwnica, oddzielna kuchnia",,TARGÓWEK
ID4g9IQ,Nowy GOTOWY Apartament OKAZJA ! lokata kapitału,"Warszawa, Śródmieście",384000.0,32.0,pełna własność,2,do wykończenia,zapytaj,balkon,zapytaj,garaż/miejsce parkingowe,tak,miejskie,wtórny,prywatny,,2020,apartamentowiec,plastikowe,nie,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",brak informacji,piwnica,cegła,ŚRÓDMIEŚCIE
ID4fpiE,Apartament na najwyższym piętrze w centrum miasta,"Warszawa, Śródmieście, Nowogrodzka",4850000.0,320.0,pełna własność,5,do zamieszkania,6/6,taras,900 zł,zapytaj,tak,miejskie,wtórny,biuro nieruchomości,,1912,apartamentowiec,drewniane,tak,brak informacji,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,inne,ŚRÓDMIEŚCIE
ID4fHtp,Piękne 3-pokojowe mieszkanie z miejscem garażowym,"Warszawa, Targówek, Bródno, Turmoncka",840000.0,79.9,spółdzielcze wł. z KW,3,,2/3,,zapytaj,zapytaj,Wirtualny spacer,,wtórny,biuro nieruchomości,,2001,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,TARGÓWEK
ID4ccTN,3-pokojowe mieszkanie 65m2 + ogródek Bezpośrednio,"Warszawa, Białołęka",,65.29,pełna własność,3,do wykończenia,parter/3,ogródek,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BIAŁOŁĘKA
ID4exnT,apartament hotelowy z widokiem na centrum!,"Warszawa, Wola",300000.0,18.0,,1,do wykończenia,> 10/27,balkon,zapytaj,garaż/miejsce parkingowe,tak,miejskie,pierwotny,biuro nieruchomości,,2021,apartamentowiec,plastikowe,tak,brak informacji,"system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,cegła,WOLA
ID4fVgL,2-pokojowe mieszkanie 39m2 + balkon Bezpośrednio,"Warszawa, Ursynów",,39.06,pełna własność,2,do wykończenia,1/5,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,URSYNÓW
ID4fTEC,"Bliska Wola - 3 pokoje 54m2, cegła, garaż","Warszawa, Wola, Marcina Kasprzaka",599000.0,54.0,pełna własność,3,,1/4,balkon,490 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,2021-10-26,1959,blok,plastikowe,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,"lodówka, meble, kuchenka, pralka",piwnica,cegła,WOLA
ID4dGFO,4-pokojowe mieszkanie 77m2 + 2 balkony,"Warszawa, Białołęka",,77.96,pełna własność,4,do wykończenia,2/2,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BIAŁOŁĘKA
ID4eB7m,1-pokojowe mieszkanie 28m2 + loggia Bezpośrednio,"Warszawa, Mokotów",510899.0,28.9,pełna własność,1,do wykończenia,6/10,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2022,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,MOKOTÓW
ID4fmr8,"Mieszkanie 80,8m2, 3 pok., Włochy, Lechicka","Warszawa, Włochy, Lechicka",960000.0,80.8,spółdzielcze własnościowe,3,do zamieszkania,4/4,balkon,900 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1995,blok,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica,,WŁOCHY
ID4fC1y,2-pokojowe mieszkanie 41m2 + loggia,"Warszawa, Wola",887000.0,41.67,pełna własność,2,do wykończenia,10/16,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2024,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,WOLA
ID4eStH,Osiedle Bokserska | budynek A | apartament L31,"Warszawa, Mokotów, ul. Bokserska",,89.42,pełna własność,4,do wykończenia,2/8,"balkon, ogródek",zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2022,apartamentowiec,,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",brak informacji,brak informacji,,MOKOTÓW
ID4f3Qm,Apartament dla rodziny w eleganckiej inwestycji!,"Warszawa, Mokotów, Kątna",936027.0,67.99,pełna własność,3,,1/2,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,2022-01-24,2021,,plastikowe,tak,brak informacji,"teren zamknięty, domofon / wideofon",brak informacji,brak informacji,,MOKOTÓW
ID4g0CR,Prestiżowy punkt na Mokotowie! Przy METRO Wierzbno,"Warszawa, Mokotów",824000.0,40.72,,2,do wykończenia,4,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,,brak informacji,apartamentowiec,,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,brak informacji,inne,MOKOTÓW
ID4g2mY,Harfowa 9 | przytulne mieszkanie M12 REZERWACJA,"Warszawa, Ochota, Rakowiec, ul. Harfowa",946400.0,54.08,,3,,2/4,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2024,,,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pom. użytkowe,,OCHOTA
ID4ghE7,"2 pokoje, ostatnie piętro, widne, widok na zieleń","Warszawa, Wilanów, ul. Aleksandra Gieysztora",780000.0,48.13,pełna własność,2,do zamieszkania,3/3,balkon,623 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2016,blok,,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,,WILANÓW
ID4gjPl,Nowoczesne mieszkania 12 minut od metra!,"Warszawa, Ursynów, Imielin, Pustułeczki",489000.0,33.0,,2,,2/3,,zapytaj,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,2003,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,URSYNÓW
ID4em1I,Widok na centrum + wysoki standard,"Warszawa, Centrum",332111.0,18.0,,1,do wykończenia,> 10/27,balkon,zapytaj,garaż/miejsce parkingowe,tak,miejskie,pierwotny,biuro nieruchomości,,2021,apartamentowiec,plastikowe,tak,brak informacji,"system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,cegła,CENTRUM
ID4fgsm,Gocławek,"Warszawa, Praga-Południe, Gocławek",,60.97,,3,,1/4,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,biuro nieruchomości,2023-07-03,2023,,plastikowe,nie,brak informacji,brak informacji,brak informacji,pom. użytkowe,,PRAGA-POŁUDNIE
ID4edZa,Zamieszkaj w najmodniejszej części Powiśla,"Warszawa, Śródmieście, Powiśle, Zajęcza",975000.0,35.92,pełna własność,2,do wykończenia,1/5,balkon,500 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,2021-11-10,2021,apartamentowiec,drewniane,tak,"internet, telefon","domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,cegła,ŚRÓDMIEŚCIE
ID4giNk,15min do centrum! 100m do przystanku! Dużo zielen,"Warszawa, Mokotów",1020730.0,84.0,,4,do wykończenia,5,balkon,zapytaj,garaż/miejsce parkingowe,tak,,pierwotny,biuro nieruchomości,,brak informacji,apartamentowiec,,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,brak informacji,inne,MOKOTÓW
ID4fIcV,Przestronne Mieszkanie W Promocynej Cenie Od Zaraz,"Warszawa, Ursus",669186.0,63.43,pełna własność,2,,3/4,balkon,zapytaj,zapytaj,zapytaj,inne,pierwotny,biuro nieruchomości,,brak informacji,apartamentowiec,plastikowe,tak,brak informacji,brak informacji,brak informacji,brak informacji,,URSUS
ID4eCGw,Apartament z ogródkiem Future Gardens 7D09,"Warszawa, Białołęka, ul. Warzelnicza 7",,55.39,pełna własność,3,do wykończenia,parter/2,ogródek,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,gazowe,pierwotny,deweloper,,2023,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pom. użytkowe,,BIAŁOŁĘKA
ID4gkXJ,"Na sprzedaż | Kawalerka 26,4m2 | Muranów","Warszawa, Wola, Muranów",420000.0,26.4,spółdzielcze wł. z KW,1,do zamieszkania,4/9,,350 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1965,blok,,tak,brak informacji,"system alarmowy, monitoring / ochrona",meble,"piwnica, pom. użytkowe",wielka płyta,WOLA
ID4fRdi,"Mieszkanie 2 pokoje Poleska 43,19 m2 0% prowizji","Warszawa, Targówek, Bródno, ul. Poleska",470000.0,43.19,,2,do zamieszkania,9/10,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,2022-03-15,1976,,plastikowe,tak,brak informacji,domofon / wideofon,brak informacji,brak informacji,wielka płyta,TARGÓWEK
ID4fHFp,2-pokojowe mieszkanie 37m2 + balkon,"Warszawa, Bemowo",,37.4,pełna własność,2,do wykończenia,4/5,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2024,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BEMOWO
ID4fMkj,10min do CENTRUM! - Oddanie już w 2022 roku!,"Warszawa, Ochota",588004.0,43.06,,2,do wykończenia,3/3,balkon,zapytaj,garaż/miejsce parkingowe,tak,,pierwotny,biuro nieruchomości,,2022,apartamentowiec,,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,brak informacji,inne,OCHOTA
ID4gaMG,"klucze w czerwcu, cesja, komórka+garaż","Warszawa, Białołęka, Szamocin, Płochocińska",426000.0,50.0,pełna własność,3,do wykończenia,1/3,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,gazowe,wtórny,biuro nieruchomości,,2022,blok,,tak,"telewizja kablowa, internet, telefon","system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pom. użytkowe,,BIAŁOŁĘKA
ID4ey90,3 pokoje z balkonem w super okolicy na Mokotowie,"Warszawa, Mokotów, Służewiec, Bokserska",498000.0,43.6,pełna własność,3,do zamieszkania,3/4,balkon,480 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1960,blok,plastikowe,nie,internet,brak informacji,brak informacji,"piwnica, oddzielna kuchnia",cegła,MOKOTÓW
ID4fZhd,"Atrakcyjne mieszkanie z dużym balkonem, dwie windy","Warszawa, Ursus",529000.0,41.8,,2,do zamieszkania,5/5,balkon,460 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,2010,blok,plastikowe,nie,"telewizja kablowa, internet",domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka",brak informacji,pustak,URSUS
ID4f6w8,Ładne mieszkanie w atrakcyjnej lokalizacji - Dzika,"Warszawa, Wola, Muranów",965000.0,64.91,pełna własność,3,,5/12,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,brak informacji,blok,plastikowe,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,piwnica,,WOLA
ID4e4wn,Okazja! | Przestronne 3 pokoje | Grochów,"Warszawa, Praga-Południe, Budrysów",569000.0,60.0,pełna własność,3,do remontu,4/4,,540 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,brak informacji,blok,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,PRAGA-POŁUDNIE
ID4gkVa,"OKAZJA 2-pok apartament, sauna, GIM, woda, las,LUX","Warszawa, Mokotów",305000.0,30.5,pełna własność,2,do wykończenia,2/2,,450 zł,garaż/miejsce parkingowe,tak,miejskie,wtórny,biuro nieruchomości,2022-04-21,2000,apartamentowiec,plastikowe,tak,telewizja kablowa,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,cegła,MOKOTÓW
ID4gbQz,Duże mieszkanie na Marymoncie,"Warszawa, Bielany, Klaudyny",660000.0,68.1,spółdzielcze własnościowe,3,do remontu,> 10/15,balkon,800 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,1978,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, pralka",piwnica,inne,BIELANY
ID4g275,"Nowocześnie urządzone, z tarasem, Cybernetyki 17","Warszawa, Mokotów, Służewiec, Komputerowa",999900.0,69.05,pełna własność,3,do zamieszkania,4/7,"balkon, taras",650 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,2022-06-30,2019,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, telewizor, pralka",brak informacji,,MOKOTÓW
ID4g3uS,"Mieszkanie 3 pokoje, 70,5 m2, taras, Włodarzewska","Warszawa, Ochota, Szczęśliwice, ul. Włodarzewska",1166000.0,70.48,pełna własność,3,do zamieszkania,parter/4,"ogródek, taras",zapytaj,garaż/miejsce parkingowe,zapytaj,,wtórny,prywatny,,2015,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,cegła,OCHOTA
ID4gkIw,"Osiedle Pod Skocznią 125m, 4-pok, dwa garaże.","Warszawa, Mokotów, Leszczyny",2625000.0,125.0,pełna własność,4,,2/3,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2007,kamienica,drewniane,tak,"internet, telefon",brak informacji,brak informacji,piwnica,,MOKOTÓW
ID4fyof,"Ochota ul. Dickensa , 3pok. 76,75 m , garaż","Warszawa, Ochota, ul. Karola Dickensa",1290000.0,76.75,pełna własność,3,do zamieszkania,1/10,balkon,"915,06 zł",garaż/miejsce parkingowe,Film,miejskie,wtórny,biuro nieruchomości,,2009,blok,plastikowe,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, piekarnik, kuchenka",brak informacji,cegła,OCHOTA
ID4fn94,3 Pokoje/ Saska/Loggia/ Okazja!,"Warszawa, Praga-Południe, Aleja Stanów Zjednoczonych",589000.0,57.0,pełna własność,3,do remontu,3/10,,550 zł,zapytaj,zapytaj,,wtórny,biuro nieruchomości,2022-02-13,1965,,plastikowe,nie,brak informacji,brak informacji,meble,piwnica,,PRAGA-POŁUDNIE
ID4fKMc,"Miasteczko Wilanów, 2 pokoje, garaż, komórka","Warszawa, Wilanów",825000.0,56.5,,2,,1/4,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,2013,apartamentowiec,,tak,brak informacji,brak informacji,brak informacji,brak informacji,,WILANÓW
ID4fgx1,Kamienica/ Możliwość podziału na 2 mieszk./ 69m2,"Warszawa, Śródmieście, Królewska",960000.0,68.5,pełna własność,4,do zamieszkania,1/5,,800 zł,zapytaj,zapytaj,,wtórny,biuro nieruchomości,2022-02-01,1908,,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,,ŚRÓDMIEŚCIE
ID4a7TQ,Mieszkanie - Warszawa Mokotów Ksawerów,"Warszawa, Mokotów, Ksawerów, Leszczyny",2595000.0,148.0,pełna własność,3,do zamieszkania,2/3,,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,2005,apartamentowiec,,tak,brak informacji,"system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,piwnica,cegła,MOKOTÓW
ID4g4or,BEZPOŚREDNIO mieszkanie z poddaszem,"Warszawa, Rembertów, ul. Kadrowa",,59.88,pełna własność,3,do wykończenia,1,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,gazowe,pierwotny,deweloper,,2022,szeregowiec,plastikowe,nie,internet,teren zamknięty,brak informacji,brak informacji,,REMBERTÓW
ID4cPQH,"Next Ursus, Adventure 2.A.12","Warszawa, Ursus, ul. Posag 7 Panien",,61.88,,3,do wykończenia,2,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2022,,,tak,"telewizja kablowa, internet",brak informacji,brak informacji,brak informacji,,URSUS
ID4dGHc,3-pokojowe mieszkanie 67m2 + 2 ogródki,"Warszawa, Targówek",,67.28,pełna własność,3,do wykończenia,parter/3,"taras, ogródek",zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,TARGÓWEK
ID4giQI,Piękne mieszkanie w ponad 100 letniej kamienicy !,"Warszawa, Wola, Mirów, Chmielna",800000.0,44.87,pełna własność,2,do zamieszkania,5/5,,500 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1912,kamienica,,nie,brak informacji,brak informacji,brak informacji,brak informacji,cegła,WOLA
ID4fCRu,Apartament Pod Klucz !/Świetna Lokalizacja,"Warszawa, Mokotów",,29.06,,1,,1/11,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2022,apartamentowiec,,tak,internet,brak informacji,brak informacji,brak informacji,,MOKOTÓW
ID4eOuL,"Mieszkanie, 78,90 m², Warszawa","Warszawa, Wawer, Marysin Wawerski, ul. Minerska",799000.0,78.9,pełna własność,3,do zamieszkania,1/2,balkon,560 zł,garaż/miejsce parkingowe,zapytaj,gazowe,wtórny,biuro nieruchomości,,2007,apartamentowiec,plastikowe,nie,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,oddzielna kuchnia,cegła,WAWER
ID4g6fC,Gotowe mieszkania z możliwością oglądania,"Warszawa, Mokotów",596277.0,37.52,,2,do wykończenia,1/2,"balkon, ogródek",zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2021,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,"piwnica, pom. użytkowe",,MOKOTÓW
ID4gjjN,2pok. na strzeżonym osiedlu Z 2008r.. Ul. Wyspowa,"Warszawa, Targówek, Zacisze, Wyspowa",599000.0,48.2,pełna własność,2,,3/4,balkon,550 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,2022-04-30,2008,blok,plastikowe,tak,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",meble,brak informacji,cegła,TARGÓWEK
ID4gpiY,Funkcjonalne 2 pokoje na Ursynowie,"Warszawa, Ursynów",599000.0,53.04,spółdzielcze własnościowe,2,do remontu,3/4,balkon,470 zł,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,1994,blok,drewniane,nie,"telewizja kablowa, internet",brak informacji,meble,piwnica,,URSYNÓW
ID4fpCA,Mieszkanie 3 Pokojowe 59M2 Z Własnym Ogrodem 144M2,"Warszawa, Białołęka",526784.0,59.93,,3,,parter/3,,zapytaj,garaż/miejsce parkingowe,zapytaj,gazowe,pierwotny,biuro nieruchomości,2022-10-25,2022,blok,plastikowe,tak,brak informacji,brak informacji,brak informacji,brak informacji,,BIAŁOŁĘKA
ID4f03w,1/2 pokoje w apartamentowcu 2 komórki w Cenie!!!,"Warszawa, Ochota",599000.0,42.5,pełna własność,1,,10/12,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2012,apartamentowiec,plastikowe,tak,brak informacji,brak informacji,brak informacji,oddzielna kuchnia,,OCHOTA
ID4fn4Z,"Apartament 2 pokojowy 45,03 m2 na Mokotowie z ogro","Warszawa, Mokotów",,45.03,,2,,parter/2,,zapytaj,garaż/miejsce parkingowe,zapytaj,inne,pierwotny,biuro nieruchomości,2022-04-25,2021,blok,,tak,brak informacji,brak informacji,brak informacji,brak informacji,,MOKOTÓW
