rooms,price,area,price_m2,city,district
3,540000,62.7,8612.0,GDAŃSK,WRZESZCZ
3,435000,58.0,7500.0,KRAKÓW,MISTRZEJOWICE
2,335203,43.28,7745.0,KATOWICE,
2,239000,51.0,4686.0,CZĘSTOCHOWA,PÓŁNOC
3,539000,59.17,9109.0,WROCŁAW,SZCZEPIN
3,444300,55.89,7950.0,BYDGOSZCZ,KAPUŚCISKA
1,350000,20.8,16827.0,WARSZAWA,ŚRÓDMIEŚCIE
3,625000,65.0,9615.0,WARSZAWA,BEMOWO
3,600000,65.0,9231.0,WARSZAWA,BIELANY
3,399000,93.0,4290.0,SZCZECIN,
4,670875,85.0,7893.0,WARSZAWA,BIAŁOŁĘKA
4,953304,108.35,8798.0,WARSZAWA,WILANÓW
2,379000,45.0,8422.0,KRAKÓW,PODGÓRZE DUCHACKIE
5,445000,111.0,4009.0,MARKI,
3,469000,72.0,6514.0,PIASECZNO,
2,363000,44.0,8250.0,WARSZAWA,BIAŁOŁĘKA
3,671510,60.29,11138.0,GDAŃSK,WRZESZCZ DOLNY
2,255000,36.0,7083.0,TORUŃ,
3,450188,52.5,8575.0,WROCŁAW,SWOJCZYCE
3,772500,103.0,7500.0,WARSZAWA,BIELANY
3,467000,86.5,5399.0,SZCZECIN,NIEBUSZEWO
2,387327,54.69,7082.0,WARSZAWA,BIAŁOŁĘKA
1,365914,35.94,10181.0,POZNAŃ,STARE MIASTO
2,479227,54.15,8850.0,WARSZAWA,
2,559000,51.0,10961.0,WARSZAWA,
3,353115,61.95,5700.0,BYDGOSZCZ,BARTODZIEJE MAŁE
3,497168,61.76,8050.0,GDAŃSK,JASIEŃ
2,510000,35.0,14571.0,WARSZAWA,URSYNÓW
2,430000,44.0,9773.0,KRAKÓW,KROWODRZA
2,265000,37.0,7162.0,KRAKÓW,
2,261720,36.35,7200.0,RZESZÓW,
4,425982,83.53,5100.0,KRAKÓW,BIEŻANÓW-PROKOCIM
3,499000,67.0,7448.0,GDAŃSK,WRZESZCZ
1,360000,24.5,14694.0,WARSZAWA,ŻOLIBORZ CYTADELA
2,292004,39.46,7400.0,POZNAŃ,STRZESZYN
3,405383,59.18,6850.0,SZCZECIN,NOWE MIASTO
1,244000,28.0,8714.0,GDAŃSK,
2,225000,47.7,4717.0,CZĘSTOCHOWA,PÓŁNOC
2,752500,76.0,9901.0,ŁÓDŹ,ŚRÓDMIEŚCIE
3,712000,57.0,12491.0,WARSZAWA,URSYNÓW
2,499000,48.0,10396.0,WROCŁAW,FABRYCZNA
1,712560,67.52,10553.0,WARSZAWA,MOKOTÓW
3,543000,76.7,7080.0,BYDGOSZCZ,
4,499000,70.0,7129.0,KRAKÓW,
5,1250000,125.25,9980.0,WARSZAWA,WŁOCHY
1,477120,34.08,14000.0,WARSZAWA,PRAGA-PÓŁNOC
3,990000,97.0,10206.0,WARSZAWA,OCHOTA
5,1124000,118.3,9501.0,RZESZÓW,ŚRÓDMIEŚCIE
3,429000,72.0,5958.0,WARSZAWA,BIAŁOŁĘKA
3,665427,51.98,12802.0,WARSZAWA,
1,497000,35.0,14200.0,WARSZAWA,WOLA
2,290000,41.0,7073.0,PRUSZKÓW,
4,699000,88.0,7943.0,KOŁOBRZEG,
4,860000,84.0,10238.0,WARSZAWA,WOLA
5,987000,125.5,7865.0,WARSZAWA,WŁOCHY
2,617000,40.29,15314.0,WARSZAWA,WOLA
3,1065084,77.18,13800.0,WARSZAWA,
4,1330000,90.0,14778.0,GDAŃSK,PRZYMORZE
3,465100,63.1,7371.0,WROCŁAW,
2,550000,58.42,9415.0,WARSZAWA,TARGÓWEK
3,420000,58.0,7241.0,POZNAŃ,
2,335192,38.09,8800.0,GDAŃSK,JASIEŃ
2,345064,42.19,8179.0,KRAKÓW,PRĄDNIK BIAŁY
3,618990,67.0,9239.0,WARSZAWA,URSYNÓW
2,225152,35.18,6400.0,RUMIA,
3,361823,61.43,5890.0,POZNAŃ,PODOLANY
2,450000,34.0,13235.0,WARSZAWA,MOKOTÓW STARY MOKOTÓW
2,445000,53.0,8396.0,WARSZAWA,BIAŁOŁĘKA
3,340000,83.0,4096.0,CZĘSTOCHOWA,
4,750000,77.3,9702.0,WARSZAWA,
3,494000,69.3,7128.0,GDAŃSK,ŁOSTOWICE
2,730000,53.0,13774.0,WARSZAWA,WOLA
2,262730,41.7,6300.0,RZESZÓW,
2,361875,37.5,9650.0,WROCŁAW,KRZYKI
2,341950,48.85,7000.0,RZESZÓW,DRABINIANKA
5,1195092,111.9,10680.0,WROCŁAW,ŚRÓDMIEŚCIE
3,450000,76.4,5890.0,CZĘSTOCHOWA,PÓŁNOC
2,524975,41.5,12650.0,WARSZAWA,MOKOTÓW
4,376000,51.1,7358.0,WROCŁAW,WOJSZYCE
2,399000,34.6,11532.0,WARSZAWA,PRAGA-POŁUDNIE
2,383900,38.39,10000.0,WARSZAWA,WAWER
3,385000,50.12,7682.0,GDYNIA,DZIAŁKI LEŚNE
1,456000,38.0,12000.0,WARSZAWA,BIELANY
3,376615,49.55,7601.0,POZNAŃ,
2,441000,45.0,9800.0,KRAKÓW,PRĄDNIK CZERWONY
3,606000,63.68,9516.0,WARSZAWA,WŁOCHY
4,855693,92.01,9300.0,WARSZAWA,WOLA
2,570000,52.0,10962.0,WARSZAWA,WOLA
3,484616,55.07,8800.0,KOŁOBRZEG,
2,269000,36.14,7443.0,GDAŃSK,ŁOSTOWICE
3,640000,66.15,9675.0,WARSZAWA,WŁOCHY
2,309000,63.33,4879.0,ŁÓDŹ,WIDZEW
2,345000,40.37,8546.0,POZNAŃ,NOWE MIASTO
2,252866,38.7,6534.0,WROCŁAW,MASLICE
3,482560,59.5,8110.0,POZNAŃ,
3,349000,62.68,5568.0,BYDGOSZCZ,
3,528900,73.71,7175.0,ZĄBKI,ZĄBKI
2,687070,49.0,14022.0,WARSZAWA,ŚRÓDMIEŚCIE
3,725000,60.4,12003.0,WARSZAWA,WOLA
1,499000,61.0,8180.0,WARSZAWA,BEMOWO
2,621644,53.59,11600.0,WARSZAWA,MOKOTÓW
3,495000,64.0,7734.0,WARSZAWA,PRAGA-PÓŁNOC
2,459000,51.1,8982.0,WROCŁAW,KRZYKI
3,451277,51.23,8809.0,WARSZAWA,
3,342767,61.66,5559.0,RZESZÓW,
3,668000,60.79,10989.0,WARSZAWA,
3,220000,53.8,4089.0,CZĘSTOCHOWA,
4,622080,86.4,7200.0,RZESZÓW,DRABINIANKA
3,699000,58.4,11969.0,WARSZAWA,MOKOTÓW
6,885000,100.0,8850.0,WARSZAWA,BEMOWO
3,540000,48.0,11250.0,WARSZAWA,WOLA
1,346970,26.69,13000.0,KRAKÓW,GRZEGÓRZKI
4,824000,107.0,7701.0,WARSZAWA,
3,499999,64.67,7732.0,WROCŁAW,KRZYKI
2,463000,65.25,7096.0,WARSZAWA,WILANÓW
3,377187,60.35,6250.0,POZNAŃ,
5,730000,58.0,12586.0,WARSZAWA,WOLA
2,1249000,48.6,25700.0,WARSZAWA,
4,525470,74.8,7025.0,WROCŁAW,KRZYKI
2,325000,44.0,7386.0,RUMIA,
3,449000,60.0,7483.0,SZCZECIN,
3,384000,57.2,6713.0,WROCŁAW,KRZYKI
2,381000,47.68,7991.0,POZNAŃ,
3,559900,75.2,7445.0,POZNAŃ,NOWE MIASTO
2,639000,50.0,12780.0,WARSZAWA,WOLA
2,400000,54.27,7371.0,PIASECZNO,
3,649000,65.0,9985.0,KRAKÓW,PRĄDNIK CZERWONY
3,899000,71.0,12662.0,WARSZAWA,URSYNÓW
2,469000,31.0,15129.0,WARSZAWA,MOKOTÓW
2,307937,35.68,8631.0,KRAKÓW,KROWODRZA
3,1229000,92.0,13359.0,WARSZAWA,ŚRÓDMIEŚCIE
4,434940,79.08,5500.0,LEGNICA,
4,472712,63.88,7400.0,KRAKÓW,PRĄDNIK BIAŁY
4,1050000,72.42,14499.0,WROCŁAW,ŚRÓDMIEŚCIE
4,379999,89.5,4246.0,RZESZÓW,
2,274760,48.63,5650.0,CZĘSTOCHOWA,WRZOSOWIAK
1,395033,45.25,8730.0,SZCZECIN,CENTRUM
4,699000,82.0,8524.0,WARSZAWA,URSYNÓW
3,450000,59.0,7627.0,KRAKÓW,PODGÓRZE DUCHACKIE
3,690000,90.0,7667.0,RZESZÓW,ŚRÓDMIEŚCIE
4,780000,65.0,12000.0,WARSZAWA,ŻOLIBORZ
3,559000,63.5,8803.0,WARSZAWA,TARGÓWEK
3,338043,58.79,5750.0,BYDGOSZCZ,BARTODZIEJE MAŁE
2,398791,52.52,7593.0,WARSZAWA,BIAŁOŁĘKA
2,1090000,75.6,14418.0,WARSZAWA,WOLA
1,375000,31.0,12097.0,WARSZAWA,BEMOWO
2,1158975,85.85,13500.0,WARSZAWA,
2,390000,40.59,9608.0,KRAKÓW,CZYŻYNY
4,431000,59.5,7244.0,POZNAŃ,STAROŁĘKA
2,380000,37.0,10270.0,WARSZAWA,WAWER
3,1117080,62.06,18000.0,WARSZAWA,
1,399688,23.5,17008.0,KOŁOBRZEG,
2,771007,54.6,14121.0,WARSZAWA,MOKOTÓW
3,399000,58.2,6856.0,POZNAŃ,NOWE MIASTO
2,568000,50.22,11310.0,KRAKÓW,CZYŻYNY
3,539000,50.19,10739.0,KRAKÓW,PODGÓRZE
2,450000,41.0,10976.0,WARSZAWA,MOKOTÓW
4,1125000,128.21,8775.0,WARSZAWA,MOKOTÓW
4,699273,78.57,8900.0,KRAKÓW,RAKOWICE
1,530500,42.61,12450.0,WARSZAWA,MOKOTÓW
3,295000,53.89,5474.0,GLIWICE,
4,960000,90.0,10667.0,KRAKÓW,
3,229000,53.0,4321.0,SOSNOWIEC,
3,578930,55.4,10450.0,WROCŁAW,ŚRÓDMIEŚCIE
4,641590,77.3,8300.0,WROCŁAW,SWOJCZYCE
3,566069,71.15,7956.0,KATOWICE,
2,317000,45.4,6982.0,BYDGOSZCZ,BYDGOSZCZ
1,225000,28.0,8036.0,ŁÓDŹ,
3,807500,64.6,12500.0,SOPOT,DOLNY
1,280000,18.0,15556.0,WARSZAWA,OCHOTA
2,389000,47.0,8277.0,KRAKÓW,PRĄDNIK BIAŁY
2,344244,38.75,8884.0,POZNAŃ,SKÓRZEWO
2,630000,60.0,10500.0,WARSZAWA,WOLA
4,725000,67.0,10821.0,WARSZAWA,BIELANY
3,550000,63.4,8675.0,WARSZAWA,BEMOWO
3,451663,60.83,7425.0,POZNAŃ,GRUNWALD
2,289000,34.5,8377.0,KRAKÓW,
2,356000,35.6,10000.0,GDAŃSK,SOBIESZEWO
4,610000,66.34,9195.0,WARSZAWA,WILANÓW
2,910000,69.0,13188.0,WARSZAWA,MOKOTÓW
4,646704,99.8,6480.0,WARSZAWA,WESOŁA
5,730000,103.38,7061.0,SZCZECIN,ŚRÓDMIEŚCIE
3,770000,68.4,11257.0,WARSZAWA,MOKOTÓW
2,698000,45.0,15511.0,WARSZAWA,ŚRÓDMIEŚCIE
2,348982,41.95,8319.0,WARSZAWA,URSUS
3,344990,52.0,6634.0,KRAKÓW,BIEŻANÓW
1,499000,61.23,8150.0,WARSZAWA,BEMOWO
3,875345,55.79,15690.0,WARSZAWA,WOLA
3,680000,58.0,11724.0,WARSZAWA,GOCŁAW
3,499000,50.0,9980.0,WARSZAWA,
3,386000,50.15,7697.0,POZNAŃ,NOWE MIASTO
1,325710,49.35,6600.0,SZCZECIN,NOWE MIASTO
4,620000,60.0,10333.0,WARSZAWA,WILANÓW
2,416000,47.0,8851.0,WARSZAWA,BEMOWO
3,1230000,85.0,14471.0,WARSZAWA,WOLA
4,608328,115.6,5262.0,REDA,
2,379000,38.18,9927.0,KOŁOBRZEG,
2,440000,64.41,6831.0,ŁÓDŹ,ŚRÓDMIEŚCIE
2,416900,43.0,9695.0,PIASECZNO,
2,330799,42.14,7850.0,GDAŃSK,ŁOSTOWICE
2,840000,59.0,14237.0,WARSZAWA,MOKOTÓW
3,599000,78.0,7679.0,WARSZAWA,BEMOWO
3,619000,62.0,9984.0,WARSZAWA,MOKOTÓW
1,210000,29.0,7241.0,WROCŁAW,ŚRÓDMIEŚCIE
3,630000,73.0,8630.0,WROCŁAW,FABRYCZNA
2,268568,45.52,5900.0,BYDGOSZCZ,BARTODZIEJE MAŁE
5,990000,78.0,12692.0,SOPOT,WYŚCIGI
3,590000,55.0,10727.0,WARSZAWA,WILANÓW
3,257920,64.48,4000.0,GDAŃSK,
3,699000,64.85,10779.0,WARSZAWA,WŁOCHY
3,518300,58.4,8875.0,WROCŁAW,SWOJCZYCE
1,662677,57.78,11469.0,WARSZAWA,MOKOTÓW
4,368596,56.13,6567.0,ŁÓDŹ,ŚRÓDMIEŚCIE
4,959000,134.0,7157.0,KATOWICE,BRYNÓW
3,390095,63.95,6100.0,RZESZÓW,
1,400000,20.0,20000.0,WARSZAWA,
2,667000,48.58,13730.0,WARSZAWA,ŚRÓDMIEŚCIE
1,420000,27.65,15190.0,KRAKÓW,
3,360425,55.45,6500.0,KATOWICE,
2,408000,47.69,8555.0,KRAKÓW,
3,699000,71.0,9845.0,KRAKÓW,KROWODRZA
2,540000,57.16,9447.0,KRAKÓW,
3,579000,83.0,6976.0,WROCŁAW,ŚRÓDMIEŚCIE
1,492000,38.0,12947.0,WARSZAWA,MOKOTÓW
1,690000,35.4,19492.0,WARSZAWA,ŚRÓDMIEŚCIE
3,249900,57.8,4324.0,CZĘSTOCHOWA,
2,965000,48.5,19897.0,WARSZAWA,WOLA
3,695000,70.0,9929.0,WARSZAWA,
1,388600,33.5,11600.0,WROCŁAW,ŚRÓDMIEŚCIE
6,896000,148.0,6054.0,WARSZAWA,WŁOCHY
2,275000,42.2,6517.0,RZESZÓW,POBITNO
3,319000,54.1,5896.0,RZESZÓW,
3,352630,53.5,6591.0,WROCŁAW,FABRYCZNA
3,700315,82.39,8500.0,KATOWICE,KOSTUCHNA
3,686101,61.22,11207.0,WARSZAWA,MOKOTÓW
2,258176,40.34,6400.0,KATOWICE,
4,515000,86.6,5947.0,PIASECZNO,
3,542000,57.0,9509.0,WARSZAWA,ŻOLIBORZ
3,348991,60.4,5778.0,WROCŁAW,MASLICE
2,263061,37.63,6991.0,KATOWICE,JÓZEFOWIEC
3,640000,64.0,10000.0,WARSZAWA,BEMOWO
5,495000,92.0,5380.0,KRAKÓW,
4,608010,77.95,7800.0,WARSZAWA,URSUS
3,557100,61.9,9000.0,KRAKÓW,
4,557200,75.3,7400.0,BYDGOSZCZ,KAPUŚCISKA
3,445000,62.42,7129.0,KRAKÓW,KROWODRZA
2,270000,35.0,7714.0,GDAŃSK,ŁOSTOWICE
3,544200,54.42,10000.0,WARSZAWA,BIELANY
4,399095,59.0,6764.0,GDYNIA,OKSYWIE
2,349000,48.0,7271.0,WROCŁAW,KRZYKI
3,599000,78.59,7622.0,SZCZECIN,
1,449000,29.5,15220.0,WARSZAWA,WOLA
4,563520,70.44,8000.0,BYDGOSZCZ,BARTODZIEJE WIELKIE
1,389000,17.0,22882.0,WARSZAWA,MOKOTÓW
2,700000,40.0,17500.0,WARSZAWA,WOLA
2,520000,44.62,11654.0,WARSZAWA,
4,360600,56.13,6424.0,ŁÓDŹ,ŚRÓDMIEŚCIE
2,359900,47.2,7625.0,WROCŁAW,KRZYKI
3,509000,65.0,7831.0,BYDGOSZCZ,
4,812500,93.28,8710.0,WARSZAWA,
2,430000,37.0,11622.0,SOPOT,
3,729000,110.0,6627.0,WROCŁAW,
2,728000,55.0,13236.0,WARSZAWA,OCHOTA
3,402845,51.98,7750.0,TORUŃ,
5,729000,142.0,5134.0,POZNAŃ,WILDA
3,679900,57.3,11866.0,WARSZAWA,WŁOCHY
1,245000,25.6,9570.0,WARSZAWA,OCHOTA
3,341124,53.0,6436.0,WARSZAWA,BIAŁOŁĘKA
3,603204,46.76,12900.0,WARSZAWA,MOKOTÓW
4,749880,83.5,8981.0,WARSZAWA,WOLA
4,444034,60.91,7290.0,WROCŁAW,PSIE POLE
5,744557,124.3,5990.0,BYDGOSZCZ,SZWEDEROWO
2,228000,37.05,6154.0,ŁÓDŹ,
1,412800,32.0,12900.0,WARSZAWA,WILANÓW
2,645000,53.0,12170.0,KRAKÓW,STARE MIASTO
2,510000,73.05,6982.0,WROCŁAW,ŚRÓDMIEŚCIE
4,749000,142.77,5246.0,WROCŁAW,KRZYKI
5,650000,143.0,4545.0,KRAKÓW,ŚRÓDMIEŚCIE
4,811171,73.81,10990.0,WARSZAWA,
3,907000,65.0,13954.0,WARSZAWA,WOLA
3,549000,51.0,10765.0,WARSZAWA,OCHOTA
2,710000,59.0,12034.0,KRAKÓW,ŚRÓDMIEŚCIE
2,670000,52.0,12885.0,WARSZAWA,MOKOTÓW WYGLĘDÓW
1,399000,36.0,11083.0,WARSZAWA,MOKOTÓW
3,327360,59.52,5500.0,WROCŁAW,
3,610000,72.01,8471.0,WROCŁAW,KRZYKI
2,620000,53.0,11698.0,WARSZAWA,
2,500000,27.0,18519.0,WARSZAWA,ŚRÓDMIEŚCIE
2,447000,40.87,10937.0,WARSZAWA,URSYNÓW
2,390000,41.5,9398.0,WROCŁAW,FABRYCZNA
2,350000,35.13,9963.0,WROCŁAW,POPOWICE
3,399000,56.5,7062.0,POZNAŃ,
2,542835,40.21,13500.0,WROCŁAW,
2,365000,33.25,10977.0,WARSZAWA,BIAŁOŁĘKA
2,599000,54.0,11093.0,WARSZAWA,ŚRÓDMIEŚCIE
2,424000,50.0,8480.0,WARSZAWA,BIAŁOŁĘKA
3,530665,82.8,6409.0,WARSZAWA,BIAŁOŁĘKA
4,1046000,116.34,8991.0,WARSZAWA,BIAŁOŁĘKA
3,603204,46.76,12900.0,WARSZAWA,MOKOTÓW
2,370440,39.2,9450.0,WROCŁAW,KRZYKI
2,603749,52.62,11474.0,WARSZAWA,MOKOTÓW
2,648000,50.0,12960.0,WARSZAWA,ŚRÓDMIEŚCIE
2,630000,59.9,10518.0,WARSZAWA,MOKOTÓW
5,752570,107.51,7000.0,GDAŃSK,JASIEŃ
4,395000,73.0,5411.0,TORUŃ,SKARPA
3,457083,47.52,9619.0,WROCŁAW,ŚRÓDMIEŚCIE
3,530000,74.0,7162.0,KATOWICE,
3,597300,54.3,11000.0,WARSZAWA,MOKOTÓW
2,379000,51.34,7382.0,POZNAŃ,
3,640710,61.02,10500.0,WARSZAWA,MOKOTÓW
3,630000,110.44,5704.0,ŁÓDŹ,
4,686938,72.5,9475.0,WROCŁAW,FABRYCZNA
2,357000,38.97,9161.0,POZNAŃ,MALTA
1,239000,15.21,15713.0,KRAKÓW,PODGÓRZE
3,370000,73.0,5068.0,WROCŁAW,
3,516000,74.0,6973.0,ZĄBKI,
2,380000,40.0,9500.0,WARSZAWA,BIAŁOŁĘKA
4,917708,82.13,11174.0,WARSZAWA,MOKOTÓW SADYBA
2,331016,41.12,8050.0,WROCŁAW,JAGODNO
3,390000,28.0,13929.0,WARSZAWA,OCHOTA
1,290000,30.0,9667.0,WARSZAWA,WAWER
2,576495,50.13,11500.0,WARSZAWA,
3,250000,71.0,3521.0,LEGNICA,
5,489000,138.0,3543.0,MARKI,
3,329000,52.67,6246.0,BYDGOSZCZ,BARTODZIEJE WIELKIE
3,779000,56.25,13849.0,WARSZAWA,
1,305000,23.32,13079.0,WARSZAWA,MOKOTÓW
2,285000,51.14,5573.0,ŁÓDŹ,
3,639000,73.0,8753.0,PRUSZKÓW,CENTRUM
2,299000,47.0,6362.0,TORUŃ,TORUŃ
3,568890,66.15,8600.0,WARSZAWA,
3,919000,79.0,11633.0,WARSZAWA,MOKOTÓW
2,460000,49.1,9369.0,WARSZAWA,
3,300000,60.0,5000.0,ŁÓDŹ,
2,590000,49.0,12041.0,WARSZAWA,ŚRÓDMIEŚCIE
1,270000,26.0,10385.0,KATOWICE,
2,599721,46.49,12900.0,GDYNIA,ŚRÓDMIEŚCIE
2,268000,71.0,3775.0,KATOWICE,DĄB
3,285000,57.0,5000.0,CZĘSTOCHOWA,
3,619999,66.4,9337.0,WARSZAWA,URSYNÓW
2,273000,51.0,5353.0,GLIWICE,
2,349000,35.0,9971.0,WROCŁAW,
3,325000,52.56,6183.0,ŁÓDŹ,ŚRÓDMIEŚCIE
3,250000,58.0,4310.0,CZĘSTOCHOWA,RAKÓW
3,505000,60.0,8417.0,KRAKÓW,ŚRÓDMIEŚCIE
2,536429,38.0,14117.0,WARSZAWA,MOKOTÓW
3,326482,56.29,5800.0,RZESZÓW,POBITNO
1,857000,40.82,20995.0,SOPOT,
3,468886,60.85,7706.0,KRAKÓW,PRĄDNIK BIAŁY
3,950000,101.0,9406.0,WARSZAWA,WŁOCHY
2,375661,52.91,7100.0,KATOWICE,KOSTUCHNA
2,450000,42.5,10588.0,WARSZAWA,TARGÓWEK
3,445000,48.0,9271.0,WARSZAWA,BIELANY
2,393000,44.63,8806.0,WARSZAWA,URSUS
3,483300,64.44,7500.0,KATOWICE,
2,377112,49.62,7600.0,WROCŁAW,KRZYKI
3,285000,48.0,5938.0,TORUŃ,
2,313680,39.21,8000.0,KRAKÓW,
1,493870,34.06,14500.0,KRAKÓW,GRZEGÓRZKI
2,269000,45.0,5978.0,WROCŁAW,FABRYCZNA
2,417678,62.34,6700.0,WROCŁAW,PSIE POLE
2,828900,72.95,11363.0,WROCŁAW,
3,390000,74.0,5270.0,ŁÓDŹ,
3,526100,64.6,8144.0,WARSZAWA,WAWER
2,432157,46.22,9350.0,KRAKÓW,
2,398000,46.0,8652.0,GDAŃSK,PRZYMORZE
2,595000,66.0,9015.0,WARSZAWA,URSUS
3,719000,67.0,10731.0,GDAŃSK,MORENA
5,999999,113.2,8834.0,WARSZAWA,ŚRÓDMIEŚCIE
2,580000,52.0,11154.0,KRAKÓW,
3,407047,61.21,6650.0,KRAKÓW,PODGÓRZE
3,1095000,56.92,19238.0,WARSZAWA,ŚRÓDMIEŚCIE
2,515000,48.0,10729.0,WARSZAWA,MOKOTÓW
3,560791,72.83,7700.0,WROCŁAW,
3,428437,58.69,7300.0,WARSZAWA,WAWER
1,319990,33.5,9552.0,WROCŁAW,
2,1350000,55.0,24545.0,WARSZAWA,
3,420000,54.31,7733.0,GDAŃSK,UJEŚCISKO
2,584550,51.85,11274.0,WARSZAWA,MOKOTÓW
1,340000,23.52,14456.0,KRAKÓW,KROWODRZA
4,475000,87.71,5416.0,SZCZECIN,ŚRÓDMIEŚCIE
2,334436,44.15,7575.0,GDAŃSK,ŁOSTOWICE
1,497000,24.0,20708.0,WARSZAWA,ŚRÓDMIEŚCIE
2,802103,48.3,16607.0,GDAŃSK,BRZEŹNO
3,479973,51.61,9300.0,KRAKÓW,PRĄDNIK BIAŁY
3,285000,64.0,4453.0,SOSNOWIEC,ZAGÓRZE
1,275000,32.0,8594.0,KRAKÓW,NOWA HUTA
3,699500,72.3,9675.0,WARSZAWA,WOLA
1,235900,27.21,8670.0,WROCŁAW,FABRYCZNA
4,670875,84.4,7949.0,WARSZAWA,BIAŁOŁĘKA
3,1003557,81.59,12300.0,KRAKÓW,GRZEGÓRZKI
3,419000,52.5,7981.0,KRAKÓW,OLSZA
2,429000,41.2,10413.0,WARSZAWA,WŁOCHY
2,450000,40.0,11250.0,KRAKÓW,PRĄDNIK BIAŁY
2,610000,38.0,16053.0,KRAKÓW,PODGÓRZE
3,490000,99.88,4906.0,ŁÓDŹ,
1,220000,21.0,10476.0,KRAKÓW,PODGÓRZE
3,322500,65.0,4962.0,RZESZÓW,POBITNO
2,459600,38.3,12000.0,WARSZAWA,
2,575000,32.0,17969.0,WARSZAWA,WOLA
2,350000,48.0,7292.0,PRUSZKÓW,PRUSZKÓW
2,399000,55.8,7151.0,RZESZÓW,
2,555000,39.15,14176.0,WARSZAWA,WOLA
3,344500,53.0,6500.0,KATOWICE,
2,320348,47.11,6800.0,ŁÓDŹ,
2,399000,37.5,10640.0,WARSZAWA,BIELANY
3,377600,59.0,6400.0,KATOWICE,
2,284665,38.21,7450.0,KRAKÓW,BIEŻANÓW-PROKOCIM
3,537408,55.98,9600.0,KRAKÓW,GRZEGÓRZKI
4,1150000,97.53,11791.0,WARSZAWA,URSYNÓW
3,481000,76.0,6329.0,BYDGOSZCZ,
1,240000,40.0,6000.0,SZCZECIN,ZAŁOM
2,899000,52.23,17212.0,WROCŁAW,STARE MIASTO
2,290000,37.0,7838.0,PRUSZKÓW,
4,575000,53.0,10849.0,POZNAŃ,
3,467827,57.91,8079.0,KRAKÓW,PRĄDNIK BIAŁY
3,375000,52.38,7159.0,WARSZAWA,BIAŁOŁĘKA
3,730626,75.83,9635.0,WARSZAWA,
3,934059,71.3,13100.0,GDAŃSK,ŚRÓDMIEŚCIE
2,565000,33.0,17121.0,WARSZAWA,ŚRÓDMIEŚCIE
3,314000,62.8,5000.0,BYDGOSZCZ,
3,499000,91.0,5484.0,ŁÓDŹ,
4,1370000,122.0,11230.0,WARSZAWA,OCHOTA
3,450000,55.0,8182.0,POZNAŃ,GRUNWALD
1,267029,26.49,10080.0,GDYNIA,OKSYWIE
3,812232,113.0,7188.0,PIASECZNO,
2,420000,53.31,7878.0,KRAKÓW,
2,800000,48.08,16639.0,WARSZAWA,ŚRÓDMIEŚCIE
3,468072,53.19,8800.0,KRAKÓW,PRĄDNIK BIAŁY
3,321950,64.8,4968.0,RZESZÓW,
3,519000,68.0,7632.0,WROCŁAW,FABRYCZNA
3,917575,74.0,12400.0,WARSZAWA,MOKOTÓW
4,315000,92.0,3424.0,GLIWICE,
2,599000,38.0,15763.0,WARSZAWA,ŚRÓDMIEŚCIE
4,416050,75.8,5489.0,RZESZÓW,PRZYBYSZÓWKA
2,325000,50.0,6500.0,BYDGOSZCZ,
3,515000,67.0,7687.0,WARSZAWA,BIAŁOŁĘKA
3,513000,67.5,7600.0,POZNAŃ,STARE MIASTO
2,516000,44.0,11727.0,WARSZAWA,BIAŁOŁĘKA
3,562560,58.6,9600.0,KRAKÓW,
2,545000,35.0,15571.0,WARSZAWA,BIELANY
1,274700,30.22,9090.0,WARSZAWA,WŁOCHY
2,389000,49.0,7939.0,KRAKÓW,PODGÓRZE
2,221960,35.8,6200.0,GLIWICE,
2,399999,61.0,6557.0,GDAŃSK,ŁOSTOWICE
4,929000,102.0,9108.0,WROCŁAW,KRZYKI
2,499000,40.0,12475.0,WARSZAWA,WOLA
2,269000,34.3,7843.0,PRUSZKÓW,
3,419000,59.5,7042.0,RUMIA,
2,310760,45.61,6813.0,WROCŁAW,FABRYCZNA
3,690195,125.49,5500.0,WIELICZKA,
2,279748,37.55,7450.0,KRAKÓW,
1,347900,27.0,12885.0,WARSZAWA,OCHOTA
2,462675,46.5,9950.0,WROCŁAW,SWOJCZYCE
3,1002694,65.11,15400.0,WROCŁAW,STARE MIASTO
3,474240,49.4,9600.0,WROCŁAW,
3,765000,76.8,9961.0,WARSZAWA,BIELANY
4,470000,51.0,9216.0,KRAKÓW,PODGÓRZE
2,650000,54.0,12037.0,WARSZAWA,ŚRÓDMIEŚCIE
3,401616,56.49,7110.0,PRUSZKÓW,
3,550000,69.2,7948.0,PIASECZNO,PIASECZNO
3,635000,79.0,8038.0,WARSZAWA,PRAGA-POŁUDNIE
3,447000,81.0,5519.0,SZCZECIN,
2,540000,40.0,13500.0,KRAKÓW,DĘBNIKI
1,251821,39.52,6372.0,REDA,
1,290000,21.0,13810.0,WARSZAWA,PRAGA-POŁUDNIE
2,409000,54.0,7574.0,WARSZAWA,TARGÓWEK
3,559000,85.2,6561.0,SZCZECIN,
2,500000,42.0,11905.0,WARSZAWA,URSYNÓW
3,719950,76.0,9473.0,WARSZAWA,BEMOWO
2,668000,56.0,11929.0,WARSZAWA,URSYNÓW
2,685000,50.0,13700.0,KRAKÓW,
2,287000,44.93,6388.0,RZESZÓW,PRZYBYSZÓWKA
