rooms,price,area,price_m2,city,district
4,566000,70.37,8043.0,WARSZAWA,
3,359000,67.52,5317.0,RZESZÓW,ZWIĘCZYCA
3,529000,53.4,9906.0,SOPOT,KAMIENNY POTOK
4,642551,70.61,9100.0,KRAKÓW,
3,570000,63.0,9048.0,KRAKÓW,MISTRZEJOWICE
2,285100,40.16,7099.0,WIELICZKA,
2,560000,40.73,13749.0,WARSZAWA,BIELANY
3,343658,51.08,6728.0,WROCŁAW,KRZYKI
4,1006131,93.56,10754.0,WARSZAWA,
2,350000,52.12,6715.0,WROCŁAW,
2,489000,38.0,12868.0,SOPOT,DOLNY
2,568755,42.13,13500.0,WROCŁAW,STARE MIASTO
3,548000,48.5,11299.0,WARSZAWA,ŚRÓDMIEŚCIE
3,319605,58.11,5500.0,CZĘSTOCHOWA,
2,630000,65.0,9692.0,WARSZAWA,BEMOWO
1,399485,38.8,10296.0,WROCŁAW,ŚRÓDMIEŚCIE
2,559000,46.0,12152.0,KRAKÓW,STARE MIASTO
3,540000,41.0,13171.0,KRAKÓW,
2,291410,41.63,7000.0,RZESZÓW,
2,424360,38.0,11167.0,WARSZAWA,TARGÓWEK
2,264350,40.36,6550.0,ŁÓDŹ,
4,630000,73.0,8630.0,WARSZAWA,BEMOWO
3,318761,49.14,6487.0,ŁÓDŹ,ŚRÓDMIEŚCIE
2,499000,60.0,8317.0,WARSZAWA,WŁOCHY
2,460000,42.0,10952.0,WARSZAWA,
4,598400,70.36,8505.0,WROCŁAW,KOWALE
2,429000,49.0,8755.0,ZĄBKI,
3,419000,64.0,6547.0,GDAŃSK,ŁOSTOWICE
1,1017049,89.75,11332.0,WARSZAWA,MOKOTÓW
3,590000,77.8,7584.0,GDYNIA,OBŁUŻE
2,498000,45.5,10945.0,WARSZAWA,
3,649900,48.5,13400.0,KRAKÓW,KROWODRZA
2,679000,51.0,13314.0,WARSZAWA,MOKOTÓW
3,828836,70.0,11841.0,WARSZAWA,
3,447300,51.27,8724.0,WARSZAWA,BIAŁOŁĘKA
3,575000,59.35,9688.0,WARSZAWA,URSYNÓW
4,670033,91.0,7363.0,KATOWICE,
3,405000,64.4,6289.0,SZCZECIN,KSIĄŻĄT POMORSKICH
2,445000,37.0,12027.0,WARSZAWA,WOLA
6,1090000,147.0,7415.0,GDAŃSK,
3,849000,134.0,6336.0,POZNAŃ,
3,620000,82.5,7515.0,WARSZAWA,BIAŁOŁĘKA
2,329000,38.5,8545.0,WARSZAWA,TARGÓWEK
4,567005,75.1,7550.0,POZNAŃ,
4,1034800,104.0,9950.0,WARSZAWA,MOKOTÓW
1,496650,33.11,15000.0,KRAKÓW,GRZEGÓRZKI
3,370524,48.12,7700.0,WROCŁAW,KRZYKI
2,377174,37.16,10150.0,KRAKÓW,PRĄDNIK BIAŁY
2,895000,59.0,15169.0,KRAKÓW,
3,640000,69.0,9275.0,WARSZAWA,PRAGA-PÓŁNOC
2,431296,46.88,9200.0,KRAKÓW,MISTRZEJOWICE
2,349000,49.13,7104.0,RZESZÓW,GEN. DĄBROWSKIEGO
2,435000,52.0,8365.0,KRAKÓW,NOWA HUTA
2,310903,43.88,7085.0,GDAŃSK,MAĆKOWY
3,323274,50.12,6450.0,WIELICZKA,
2,305000,28.0,10893.0,BYDGOSZCZ,ŚRÓDMIEŚCIE
3,730000,68.7,10626.0,WARSZAWA,MOKOTÓW
1,279999,24.4,11475.0,WARSZAWA,BIELANY
3,673862,62.66,10754.0,WARSZAWA,URSYNÓW
3,519000,88.1,5891.0,GDYNIA,GRABÓWEK
1,492184,36.19,13600.0,KRAKÓW,GRZEGÓRZKI
3,627500,86.5,7254.0,WARSZAWA,WAWER
2,335328,49.9,6720.0,WROCŁAW,STABŁOWICE
1,214000,26.97,7935.0,BYDGOSZCZ,CENTRUM
2,315000,40.0,7875.0,LEGNICA,
2,495000,45.56,10865.0,WARSZAWA,PRAGA POŁUDNIE
1,443670,38.58,11500.0,WARSZAWA,WOLA
3,439709,63.0,6980.0,POZNAŃ,NOWE MIASTO
3,396210,56.2,7050.0,WARSZAWA,BIAŁOŁĘKA
2,309000,44.91,6880.0,POZNAŃ,WILDA
3,1112448,86.91,12800.0,KRAKÓW,GRZEGÓRZKI
2,579000,50.0,11580.0,KRAKÓW,
1,297000,28.0,10607.0,WARSZAWA,WŁOCHY
2,225000,47.7,4717.0,CZĘSTOCHOWA,PÓŁNOC
3,399000,47.0,8489.0,WARSZAWA,
2,620000,53.46,11597.0,WARSZAWA,PRAGA-PÓŁNOC
4,562356,76.2,7380.0,KRAKÓW,
3,529000,46.0,11500.0,WARSZAWA,BEMOWO
2,949000,43.0,22070.0,SOPOT,CENTRUM
2,393108,37.16,10579.0,WROCŁAW,KRZYKI
3,396000,45.0,8800.0,WROCŁAW,
3,629000,68.0,9250.0,WROCŁAW,FABRYCZNA
3,750000,60.0,12500.0,WARSZAWA,
3,575000,60.9,9442.0,WARSZAWA,
4,532350,84.5,6300.0,BYDGOSZCZ,GÓRZYSKOWO
2,395000,56.5,6991.0,WROCŁAW,FABRYCZNA
3,1385000,77.4,17894.0,WARSZAWA,MOKOTÓW
2,327674,42.39,7730.0,WROCŁAW,FABRYCZNA
3,408114,66.36,6150.0,POZNAŃ,
3,443688,53.0,8371.0,GDAŃSK,JASIEŃ
2,399398,61.07,6540.0,RUMIA,
2,279946,40.28,6950.0,GDAŃSK,MAĆKOWY
2,339200,64.0,5300.0,BYDGOSZCZ,
3,549000,76.0,7224.0,WARSZAWA,BIAŁOŁĘKA
4,454648,66.86,6800.0,WROCŁAW,
3,420000,47.0,8936.0,WARSZAWA,TARGÓWEK
2,524000,53.0,9887.0,WARSZAWA,URSYNÓW
4,1350000,123.5,10931.0,WARSZAWA,WILANÓW
1,357500,28.0,12768.0,WARSZAWA,MOKOTÓW
4,970734,104.38,9300.0,POZNAŃ,SOŁACZ
2,217600,34.0,6400.0,RZESZÓW,
4,1062180,101.16,10500.0,WARSZAWA,
3,696029,64.66,10764.0,KRAKÓW,ŚRÓDMIEŚCIE
3,615000,62.42,9853.0,WARSZAWA,
2,369170,38.86,9500.0,KRAKÓW,PODGÓRZE
3,485000,73.48,6600.0,KRAKÓW,
2,519000,40.0,12975.0,WARSZAWA,WILANÓW
2,238000,36.1,6593.0,BYDGOSZCZ,
4,478728,87.84,5450.0,BYDGOSZCZ,KAPUŚCISKA
3,443688,52.82,8400.0,GDAŃSK,JASIEŃ
3,475000,51.0,9314.0,WARSZAWA,BEMOWO
1,339000,34.0,9971.0,WROCŁAW,KRZYKI
3,336000,52.5,6400.0,KATOWICE,
3,1100000,79.0,13924.0,KRAKÓW,
5,785000,128.0,6133.0,KRAKÓW,
2,299989,36.13,8303.0,WARSZAWA,BIAŁOŁĘKA
3,885472,75.04,11800.0,KRAKÓW,GRZEGÓRZKI
2,435000,43.0,10116.0,KRAKÓW,WOLA DUCHACKA
2,372959,47.21,7900.0,WROCŁAW,ZŁOTNIKI
3,1170000,78.0,15000.0,WARSZAWA,ŚRÓDMIEŚCIE
3,387000,54.59,7089.0,RZESZÓW,
2,464000,40.0,11600.0,WARSZAWA,ŚRÓDMIEŚCIE MURANÓW
3,368000,47.7,7715.0,SZCZECIN,
3,693000,63.0,11000.0,WARSZAWA,WOLA
3,565000,59.7,9464.0,WARSZAWA,BEMOWO
1,287845,25.03,11500.0,KRAKÓW,PRĄDNIK BIAŁY
3,710571,57.77,12300.0,KRAKÓW,GRZEGÓRZKI
2,560000,43.0,13023.0,WARSZAWA,MOKOTÓW
3,670000,54.0,12407.0,WARSZAWA,URSUS
2,489000,45.14,10833.0,KRAKÓW,PODGÓRZE
2,355000,33.7,10534.0,POZNAŃ,NOWE MIASTO
6,539000,125.97,4279.0,BYDGOSZCZ,
3,425000,63.0,6746.0,POZNAŃ,NOWE MIASTO
3,357365,52.17,6850.0,KATOWICE,
3,1071225,79.35,13500.0,WARSZAWA,MOKOTÓW
3,810000,66.08,12258.0,WARSZAWA,ŻOLIBORZ
3,830000,81.0,10247.0,WARSZAWA,MOKOTÓW
1,260000,34.0,7647.0,KOŁOBRZEG,
4,511000,74.1,6896.0,WARSZAWA,BIAŁOŁĘKA
3,359000,53.0,6774.0,POZNAŃ,
3,1035448,68.86,15037.0,WARSZAWA,MOKOTÓW
2,364810,38.2,9550.0,WROCŁAW,KRZYKI
3,1120000,77.6,14433.0,WARSZAWA,
4,362037,58.8,6157.0,TORUŃ,TORUŃ
5,879000,128.0,6867.0,WARSZAWA,PRAGA-POŁUDNIE
2,330000,32.0,10313.0,WROCŁAW,STARE MIASTO
2,362000,36.0,10056.0,WARSZAWA,BEMOWO
2,261900,33.0,7936.0,GDYNIA,OKSYWIE
2,530000,53.0,10000.0,WARSZAWA,MOKOTÓW
2,327957,40.74,8050.0,WARSZAWA,BIAŁOŁĘKA
3,350064,48.96,7150.0,KRAKÓW,BIEŻANÓW-PROKOCIM
2,450000,44.0,10227.0,WARSZAWA,MOKOTÓW
2,423000,39.31,10761.0,WARSZAWA,URSYNÓW
3,799000,52.1,15336.0,WARSZAWA,ŚRÓDMIEŚCIE
2,315600,34.58,9127.0,WROCŁAW,
2,775000,62.0,12500.0,WARSZAWA,WOLA
2,229900,38.17,6023.0,BYDGOSZCZ,OSIEDLE LEŚNE
2,350000,71.79,4875.0,ŁÓDŹ,
2,256000,49.0,5224.0,CZĘSTOCHOWA,
2,340000,48.58,6999.0,SZCZECIN,
3,320000,50.0,6400.0,RZESZÓW,ŚRÓDMIEŚCIE
2,389500,54.0,7213.0,WROCŁAW,
3,429637,66.21,6489.0,MARKI,
4,769900,93.58,8227.0,BYDGOSZCZ,
3,675000,62.0,10887.0,WARSZAWA,WŁOCHY
2,313500,35.12,8927.0,WARSZAWA,BIAŁOŁĘKA
3,439000,60.0,7317.0,RZESZÓW,
3,349000,61.0,5721.0,CZĘSTOCHOWA,
1,286000,25.0,11440.0,KRAKÓW,PRĄDNIK BIAŁY
3,310000,58.5,5299.0,RZESZÓW,
3,699000,61.0,11459.0,WARSZAWA,URSYNÓW
5,549000,86.8,6325.0,GDYNIA,CHWARZNO-WICZLINO
3,529765,68.16,7772.0,WARSZAWA,URSUS
3,600000,61.0,9836.0,GDYNIA,
3,1200000,94.44,12706.0,WARSZAWA,WILANÓW
4,384600,73.97,5199.0,RZESZÓW,
3,520000,52.74,9860.0,SOPOT,
2,294500,35.0,8414.0,POZNAŃ,JEŻYCE
3,1297000,63.29,20493.0,KRAKÓW,DĘBNIKI
2,339000,43.0,7884.0,SZCZECIN,OS. BUKOWE
3,377663,52.82,7150.0,WARSZAWA,
2,600000,52.0,11538.0,WARSZAWA,TARGÓWEK
2,260900,45.0,5798.0,ŁÓDŹ,
3,660000,83.0,7952.0,WROCŁAW,PSIE POLE
1,510148,43.25,11795.0,WARSZAWA,MOKOTÓW
1,335000,29.0,11552.0,KRAKÓW,PODGÓRZE
3,390000,70.0,5571.0,RZESZÓW,PRZYBYSZÓWKA
4,481306,77.63,6200.0,KATOWICE,LIGOTA-PANEWNIKI
4,456097,74.77,6100.0,RUMIA,
2,452520,41.9,10800.0,GDAŃSK,
2,274980,36.69,7495.0,KRAKÓW,BIEŻANÓW-PROKOCIM
2,510876,55.21,9253.0,WARSZAWA,URSUS
2,293253,41.6,7049.0,ŁÓDŹ,WIDZEW
3,999500,84.0,11899.0,WARSZAWA,
2,500000,48.0,10417.0,WARSZAWA,URSUS
3,560000,60.5,9256.0,WARSZAWA,URSYNÓW
2,875000,50.0,17500.0,WARSZAWA,ŚRÓDMIEŚCIE
4,870000,74.0,11757.0,KRAKÓW,ŚRÓDMIEŚCIE
3,505000,66.0,7652.0,WARSZAWA,BIAŁOŁĘKA
2,549000,37.0,14838.0,WARSZAWA,WOLA
3,337000,63.28,5326.0,BYDGOSZCZ,
3,440000,59.51,7394.0,WARSZAWA,BIAŁOŁĘKA
2,344608,38.72,8900.0,GDYNIA,OKSYWIE
2,725000,71.0,10211.0,WARSZAWA,BIELANY
3,660000,63.5,10394.0,WARSZAWA,BEMOWO
3,630000,66.6,9459.0,GDYNIA,
2,460000,46.13,9972.0,WARSZAWA,WOLA
5,529000,75.65,6993.0,WROCŁAW,FABRYCZNA
3,847900,76.49,11085.0,WARSZAWA,BIELANY
3,486500,76.3,6376.0,WARSZAWA,
2,271000,36.0,7528.0,ŁÓDŹ,ŚRÓDMIEŚCIE
3,510000,57.0,8947.0,WARSZAWA,MOKOTÓW
2,399000,52.6,7586.0,WROCŁAW,STARE MIASTO
2,329000,52.41,6277.0,SZCZECIN,
3,498000,70.0,7114.0,WARSZAWA,WAWER
3,737907,66.0,11180.0,WARSZAWA,MOKOTÓW
1,265166,28.36,9350.0,POZNAŃ,ŁAZARZ
3,389032,54.41,7150.0,WARSZAWA,BIAŁOŁĘKA
2,779000,48.14,16182.0,GDAŃSK,ŚRÓDMIEŚCIE
2,377205,37.67,10013.0,WARSZAWA,URSUS
2,531100,47.0,11300.0,WARSZAWA,URSYNÓW
4,629000,99.45,6325.0,RZESZÓW,GEN. DĄBROWSKIEGO
3,419000,47.0,8915.0,WROCŁAW,
3,630800,66.4,9500.0,WARSZAWA,URSYNÓW
4,392796,74.82,5250.0,KRAKÓW,BIEŻANÓW-PROKOCIM
2,760000,58.0,13103.0,WARSZAWA,WILANÓW
2,789000,40.0,19725.0,WARSZAWA,ŚRÓDMIEŚCIE
1,330000,32.0,10313.0,WROCŁAW,
2,350000,55.0,6364.0,SZCZECIN,
3,349000,56.33,6196.0,BYDGOSZCZ,
3,261873,48.05,5450.0,GLIWICE,
3,770000,72.4,10635.0,WARSZAWA,BEMOWO
3,410000,52.5,7810.0,WARSZAWA,REMBERTÓW
2,471000,66.37,7097.0,WARSZAWA,WILANÓW
3,420000,63.0,6667.0,POZNAŃ,RATAJE
2,375000,46.0,8152.0,WARSZAWA,
2,360000,36.26,9928.0,WROCŁAW,ŚRÓDMIEŚCIE
3,470000,50.7,9270.0,WARSZAWA,BIELANY
3,669814,75.26,8900.0,KRAKÓW,PRĄDNIK CZERWONY
2,386784,53.72,7200.0,WROCŁAW,
3,1100000,85.0,12941.0,WARSZAWA,OCHOTA
1,318716,30.03,10613.0,WARSZAWA,URSUS
2,462100,61.52,7511.0,POZNAŃ,
2,427572,64.2,6660.0,BYDGOSZCZ,CZYŻKÓWKO
3,368676,48.51,7600.0,WROCŁAW,KRZYKI
4,347726,49.83,6978.0,WROCŁAW,KRZYKI
3,539410,64.6,8350.0,WARSZAWA,WAWER
1,260000,17.5,14857.0,WARSZAWA,BIELANY
5,430000,124.48,3454.0,CZĘSTOCHOWA,ŚRÓDMIEŚCIE
3,349000,54.2,6439.0,GDYNIA,CHYLONIA
4,1190000,134.17,8869.0,ŁÓDŹ,
3,580000,54.0,10741.0,GDAŃSK,WRZESZCZ
4,1156062,104.32,11082.0,GDAŃSK,PRZYMORZE
3,457800,52.49,8722.0,WARSZAWA,BIAŁOŁĘKA
2,557000,44.73,12452.0,GDYNIA,REDŁOWO
3,499000,58.6,8515.0,SZCZECIN,GUMIEŃCE
3,225000,50.2,4482.0,CZĘSTOCHOWA,
4,493103,59.77,8250.0,GDYNIA,GDYNIA
3,341250,52.5,6500.0,KATOWICE,
2,640000,46.0,13913.0,WARSZAWA,ŻOLIBORZ
3,534900,43.9,12185.0,KRAKÓW,KROWODRZA
2,759000,58.0,13086.0,WARSZAWA,MOKOTÓW
1,913000,70.1,13024.0,WARSZAWA,MOKOTÓW
2,712000,50.0,14240.0,WARSZAWA,WOLA
2,468000,65.95,7096.0,WARSZAWA,WILANÓW
3,945000,77.22,12238.0,WROCŁAW,KRZYKI
2,1290000,67.0,19254.0,KRAKÓW,
2,278788,39.64,7033.0,GDYNIA,
3,758000,79.38,9549.0,GDYNIA,ŚRÓDMIEŚCIE
2,325269,34.42,9450.0,GDYNIA,OBŁUŻE
3,449000,69.12,6496.0,POZNAŃ,JEŻYCE
1,587000,49.36,11892.0,WARSZAWA,MOKOTÓW
3,599000,57.0,10509.0,WARSZAWA,
1,284263,27.91,10185.0,WROCŁAW,ŚRÓDMIEŚCIE
3,555000,64.39,8619.0,KATOWICE,BRYNÓW
3,499000,97.0,5144.0,GDAŃSK,KARCZEMKI
4,872125,117.5,7422.0,BYDGOSZCZ,BIELAWY
3,1220000,76.45,15958.0,WARSZAWA,MOKOTÓW
5,419000,84.0,4988.0,ŁÓDŹ,ŚRÓDMIEŚCIE
2,359000,38.0,9447.0,WROCŁAW,
5,540000,111.62,4838.0,ZĄBKI,ZĄBKI
3,620000,64.7,9583.0,KRAKÓW,NOWA HUTA
2,279675,37.29,7500.0,WROCŁAW,
3,890000,82.0,10854.0,ZĄBKI,
3,620000,64.0,9688.0,WARSZAWA,MOKOTÓW
3,1150000,78.0,14744.0,WARSZAWA,ŻOLIBORZ
3,465000,55.59,8365.0,WARSZAWA,
4,630000,84.0,7500.0,KRAKÓW,KROWODRZA
4,1280000,110.0,11636.0,WARSZAWA,
3,465000,48.0,9688.0,WARSZAWA,PRAGA-POŁUDNIE
2,1100000,72.0,15278.0,WROCŁAW,
3,1250000,101.0,12376.0,WARSZAWA,ŚRÓDMIEŚCIE
2,564605,50.43,11196.0,WARSZAWA,WOLA
2,262000,36.0,7278.0,SZCZECIN,
2,610000,49.0,12449.0,KRAKÓW,
3,365000,58.23,6268.0,ŁÓDŹ,WIDZEW
1,219360,38.9,5639.0,ŁÓDŹ,GÓRNA
2,244900,38.0,6445.0,BYDGOSZCZ,WYŻYNY
4,692920,81.52,8500.0,WARSZAWA,
1,349000,31.0,11258.0,KRAKÓW,DĘBNIKI
3,457824,47.7,9598.0,WROCŁAW,STARE MIASTO
3,619000,46.49,13315.0,WARSZAWA,ŚRÓDMIEŚCIE
5,1291394,118.45,10902.0,WARSZAWA,MOKOTÓW
3,360000,60.0,6000.0,GDYNIA,POGÓRZE
3,356352,61.44,5800.0,RZESZÓW,SŁOCINA
2,435230,38.55,11290.0,KRAKÓW,PODGÓRZE
3,330000,60.0,5500.0,POZNAŃ,PIĄTKOWO
4,480356,58.58,8200.0,GDYNIA,GDYNIA
3,436325,56.3,7750.0,WROCŁAW,
2,264000,46.0,5739.0,SZCZECIN,
2,520000,44.0,11818.0,WARSZAWA,MOKOTÓW
5,989010,109.83,9005.0,WARSZAWA,WILANÓW
3,600000,93.0,6452.0,ŁÓDŹ,
4,1190927,184.88,6442.0,KRAKÓW,
1,650000,37.0,17568.0,WARSZAWA,ŚRÓDMIEŚCIE
3,709000,44.0,16114.0,WARSZAWA,WOLA
4,955000,88.5,10791.0,WARSZAWA,
3,799000,70.0,11414.0,WARSZAWA,BEMOWO
3,476158,63.7,7475.0,WROCŁAW,
3,1200000,96.22,12471.0,WARSZAWA,WILANÓW
3,990000,70.15,14113.0,WROCŁAW,STARE MIASTO
2,264900,51.0,5194.0,CZĘSTOCHOWA,
2,603450,40.0,15086.0,WARSZAWA,MOKOTÓW
3,419000,72.6,5771.0,BYDGOSZCZ,
2,329000,58.1,5663.0,BYDGOSZCZ,
3,373900,54.0,6924.0,WROCŁAW,
2,700000,42.0,16667.0,WARSZAWA,MOKOTÓW
3,350000,62.0,5645.0,TORUŃ,DEKERTA
5,467921,99.6,4698.0,WROCŁAW,MASLICE
4,486604,70.4,6912.0,WROCŁAW,
2,683634,53.18,12855.0,WROCŁAW,
2,340000,45.0,7556.0,GDYNIA,LESZCZYNKI
2,331790,40.03,8289.0,WROCŁAW,PSIE POLE
2,419000,37.0,11324.0,WARSZAWA,
2,355000,29.99,11837.0,WARSZAWA,BEMOWO
3,799000,72.0,11097.0,WARSZAWA,URSYNÓW
3,455000,54.21,8393.0,BYDGOSZCZ,BIELAWY
1,215000,36.0,5972.0,ŁÓDŹ,
2,550000,47.0,11702.0,WARSZAWA,WOLA
4,590000,83.67,7052.0,KATOWICE,
3,414000,60.0,6900.0,ZĄBKI,
3,557280,86.0,6480.0,WARSZAWA,
3,450000,70.0,6429.0,LEGNICA,
4,488153,59.17,8250.0,GDYNIA,OBŁUŻE
4,500000,64.0,7813.0,RZESZÓW,NOWE MIASTO
2,260190,41.3,6300.0,RZESZÓW,
2,360000,50.0,7200.0,POZNAŃ,
1,491940,36.44,13500.0,KRAKÓW,GRZEGÓRZKI
3,570000,45.07,12647.0,SOPOT,DOLNY
2,530000,38.5,13766.0,WARSZAWA,WOLA
2,535000,46.76,11441.0,WARSZAWA,URSYNÓW
3,420000,45.0,9333.0,KRAKÓW,NOWA HUTA
2,420841,37.45,11237.0,WARSZAWA,
4,850000,95.0,8947.0,KATOWICE,
3,686000,61.22,11205.0,WARSZAWA,MOKOTÓW
2,412380,56.99,7236.0,KOŁOBRZEG,
4,685000,80.0,8563.0,WROCŁAW,
2,664689,44.61,14900.0,WARSZAWA,ŚRÓDMIEŚCIE
3,820000,68.54,11964.0,WARSZAWA,
2,476238,46.69,10200.0,KRAKÓW,ŚRÓDMIEŚCIE
2,629900,40.29,15634.0,WARSZAWA,WOLA
3,695160,57.93,12000.0,WARSZAWA,WILANÓW
3,518000,48.0,10792.0,WARSZAWA,
3,1260000,50.31,25045.0,KRAKÓW,
2,473000,45.0,10511.0,WARSZAWA,WŁOCHY
2,264422,45.59,5800.0,CZĘSTOCHOWA,
5,720000,95.0,7579.0,WARSZAWA,BEMOWO
3,360000,54.41,6616.0,WARSZAWA,BIAŁOŁĘKA
2,679000,36.17,18772.0,WARSZAWA,WOLA
2,254870,36.41,7000.0,RZESZÓW,
3,528080,64.4,8200.0,WROCŁAW,SWOJCZYCE
3,390000,67.0,5821.0,POZNAŃ,
3,1362450,87.9,15500.0,WARSZAWA,
3,650000,67.0,9701.0,KRAKÓW,NOWA HUTA
3,483000,51.0,9471.0,GDAŃSK,
1,274100,35.51,7719.0,POZNAŃ,GÓRCZYN
2,380000,40.1,9476.0,WARSZAWA,WAWER
3,355000,54.6,6502.0,GDYNIA,OBŁUŻE
3,519900,46.0,11302.0,WARSZAWA,MOKOTÓW
3,314339,52.83,5950.0,BYDGOSZCZ,BARTODZIEJE MAŁE
3,324723,56.73,5724.0,RZESZÓW,ZAŁĘŻE
2,299000,37.91,7887.0,KRAKÓW,PODGÓRZE
3,295000,60.83,4850.0,BYDGOSZCZ,
1,499000,32.0,15594.0,GDAŃSK,PRZYMORZE
3,950000,75.0,12667.0,WARSZAWA,ŻOLIBORZ SADY ŻOLIBORSKIE
4,1350000,103.0,13107.0,WARSZAWA,WOLA
2,406912,46.24,8800.0,WARSZAWA,WAWER
6,480000,83.5,5749.0,RZESZÓW,POBITNO
2,539000,40.0,13475.0,WARSZAWA,ŚRÓDMIEŚCIE
2,599000,54.0,11093.0,GDAŃSK,WRZESZCZ
2,449975,43.9,10250.0,POZNAŃ,ŁAZARZ
2,549000,37.0,14838.0,WARSZAWA,
4,255000,96.3,2648.0,LEGNICA,
4,614600,87.5,7024.0,POZNAŃ,NARAMOWICE
3,665000,78.0,8526.0,WARSZAWA,URSYNÓW
3,950000,78.4,12117.0,KRAKÓW,BIEŻANÓW-PROKOCIM
3,442900,61.0,7261.0,WARSZAWA,BIAŁOŁĘKA
2,445000,38.4,11589.0,WARSZAWA,
2,529000,45.8,11550.0,WARSZAWA,URSUS
2,370000,50.02,7397.0,WROCŁAW,
1,349000,35.35,9873.0,KRAKÓW,
4,475000,60.0,7917.0,GDYNIA,
3,459000,81.13,5658.0,ZĄBKI,
3,359000,62.79,5717.0,RZESZÓW,
2,253000,45.32,5583.0,POZNAŃ,DĘBIEC
2,460000,46.3,9935.0,KRAKÓW,PODGÓRZE
2,436000,36.66,11893.0,WARSZAWA,WŁOCHY
2,453900,41.5,10937.0,WARSZAWA,WOLA
3,470000,56.0,8393.0,ŁÓDŹ,RETKINIA
4,789000,63.0,12524.0,WARSZAWA,BIELANY
2,599694,44.78,13392.0,GDYNIA,
3,812160,60.16,13500.0,KRAKÓW,GRZEGÓRZKI
2,520000,40.0,13000.0,WARSZAWA,MOKOTÓW
1,261000,32.03,8149.0,WROCŁAW,FABRYCZNA
4,1160000,120.1,9659.0,KRAKÓW,KROWODRZA
2,307708,35.78,8600.0,KOŁOBRZEG,
3,449000,40.0,11225.0,KRAKÓW,
2,349000,51.0,6843.0,SZCZECIN,WARSZEWO
1,288200,30.35,9496.0,RZESZÓW,
3,685000,51.0,13431.0,WARSZAWA,MOKOTÓW
3,343565,54.63,6289.0,GDAŃSK,MAĆKOWY
3,448500,71.19,6300.0,ŁÓDŹ,ŚRÓDMIEŚCIE
3,570000,63.5,8976.0,WARSZAWA,TARGÓWEK
2,349000,34.89,10003.0,RZESZÓW,NOWE MIASTO
1,449000,37.0,12135.0,WARSZAWA,
3,398184,56.48,7050.0,WARSZAWA,BIAŁOŁĘKA
1,369000,31.0,11903.0,WARSZAWA,
3,1189000,89.0,13360.0,WARSZAWA,ŻOLIBORZ
2,695000,54.25,12811.0,WARSZAWA,ŻOLIBORZ
2,325000,38.5,8442.0,WARSZAWA,
3,1350000,82.0,16463.0,SOPOT,SOPOT DOLNY
2,525806,52.06,10100.0,POZNAŃ,GRUNWALD
3,270000,60.63,4453.0,GLIWICE,ŁABĘDY
4,636800,79.6,8000.0,WROCŁAW,MUCHOBÓR WIELKI
1,342000,27.0,12667.0,WARSZAWA,BEMOWO
2,430000,46.5,9247.0,WARSZAWA,TARGÓWEK
3,841217,69.77,12057.0,WARSZAWA,ŚRÓDMIEŚCIE MURANÓW
3,454370,64.91,7000.0,SZCZECIN,
3,630000,65.0,9692.0,WARSZAWA,WŁOCHY
3,692000,63.07,10972.0,WROCŁAW,ŚRÓDMIEŚCIE
4,485560,79.6,6100.0,ŁÓDŹ,
2,360000,55.77,6455.0,MARKI,
3,502018,65.36,7681.0,KRAKÓW,PRĄDNIK BIAŁY
1,305000,28.08,10862.0,KRAKÓW,
3,569000,78.0,7295.0,KRAKÓW,PROKOCIM
3,642260,75.56,8500.0,KATOWICE,KOSTUCHNA
1,406923,35.62,11424.0,WROCŁAW,PSIE POLE
3,613000,72.1,8502.0,WROCŁAW,
3,446000,64.0,6969.0,PRUSZKÓW,
3,354288,53.68,6600.0,RZESZÓW,
4,650000,97.14,6691.0,WROCŁAW,ŚRÓDMIEŚCIE
1,499000,25.1,19880.0,WARSZAWA,ŚRÓDMIEŚCIE
2,367800,49.0,7506.0,KATOWICE,
3,279000,86.17,3238.0,CZĘSTOCHOWA,
5,585000,105.0,5571.0,GDAŃSK,OSOWA
4,632000,64.6,9783.0,WARSZAWA,URSUS
2,419000,44.36,9445.0,KRAKÓW,PODGÓRZE DUCHACKIE
3,270000,56.0,4821.0,GLIWICE,
3,619000,70.0,8843.0,WARSZAWA,
2,772945,53.58,14426.0,WARSZAWA,ŚRÓDMIEŚCIE MURANÓW
2,299000,68.0,4397.0,KRAKÓW,
2,280000,50.08,5591.0,ŁÓDŹ,
3,304000,59.53,5107.0,RZESZÓW,
4,1260000,110.0,11455.0,WARSZAWA,MOKOTÓW / URSYNÓW
2,420000,39.0,10769.0,WARSZAWA,WOLA
4,1099000,112.0,9813.0,WARSZAWA,MOKOTÓW
3,383910,57.3,6700.0,WROCŁAW,STABŁOWICE
5,670000,81.5,8221.0,KRAKÓW,DĘBNIKI
6,1190000,176.49,6743.0,SZCZECIN,
3,540000,69.6,7759.0,KRAKÓW,BIEŻANÓW-PROKOCIM
3,442746,54.66,8100.0,WROCŁAW,
1,274616,26.03,10550.0,WARSZAWA,
3,298834,50.33,5937.0,GLIWICE,
2,358595,33.99,10550.0,KRAKÓW,
2,343925,43.59,7890.0,KATOWICE,
2,595000,54.13,10992.0,WARSZAWA,URSYNÓW
6,1100000,144.0,7639.0,KRAKÓW,ZWIERZYNIEC
3,336000,47.0,7149.0,WROCŁAW,FABRYCZNA
4,415000,114.0,3640.0,SZCZECIN,
