id,Cena,Powierzchnia,Liczba pokoi,Rynek,Piętro,Rok budowy,Rodzaj zabudowy,Liczba pięter,Materiał budynku,Ogrzewanie,Stan wykończenia,Forma własności,Okna,Czynsz
ID4d624,759000.0,52.05,2.0,wtórny,2,1936.0,kamienica,4.0,cegła,,do zamieszkania,pełna własność,plastikowe,650 zł
ID45QQx,673000.0,48.83,2.0,pierwotny,parter,2020.0,apartamentowiec,2.0,żelbet,,do wykończenia,pełna własność,aluminiowe,
ID4cOrD,1250000.0,85.0,3.0,wtórny,10,2002.0,apartamentowiec,11.0,inne,miejskie,do zamieszkania,pełna własność,drewniane,750 zł
ID493ji,655000.0,55.4,3.0,wtórny,2,1978.0,blok,3.0,żelbet,miejskie,,spółdzielcze wł. z KW,,607 zł
ID4d4DJ,550000.0,37.0,2.0,wtórny,1,1960.0,blok,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,360 zł
ID4c6IJ,710000.0,51.0,3.0,wtórny,2,2014.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,650 zł
ID4bONn,678000.0,62.8,3.0,wtórny,6,1976.0,blok,11.0,inne,miejskie,do zamieszkania,,plastikowe,
ID4cImV,540000.0,42.07,2.0,wtórny,3,1948.0,blok,3.0,cegła,miejskie,do remontu,,drewniane,490 zł
ID4cuF7,1420000.0,81.0,3.0,wtórny,5,2018.0,apartamentowiec,6.0,cegła,miejskie,do zamieszkania,pełna własność,,750 zł
ID4cZIU,1050000.0,70.0,2.0,wtórny,2,2016.0,apartamentowiec,6.0,inne,miejskie,do zamieszkania,,drewniane,
ID4dekJ,679000.0,45.71,2.0,wtórny,2,1958.0,blok,2.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,550 zł
ID4cYIe,433000.0,31.0,1.0,wtórny,4,1975.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,350 zł
ID4djZt,3476898.0,188.68,5.0,pierwotny,2,2022.0,apartamentowiec,2.0,,miejskie,do wykończenia,pełna własność,,
ID4bXO6,540000.0,31.52,2.0,wtórny,3,2019.0,blok,6.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,300 zł
ID4d7jU,525000.0,35.0,2.0,wtórny,1,2019.0,apartamentowiec,5.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,320 zł
ID4d7V0,699000.0,56.0,5.0,wtórny,parter,1974.0,blok,10.0,inne,miejskie,do zamieszkania,,plastikowe,600 zł
ID4dkRG,1452000.0,109.2,4.0,wtórny,2,2001.0,apartamentowiec,3.0,,miejskie,,,,
ID4cn8O,630000.0,36.0,2.0,wtórny,3,2020.0,blok,6.0,,miejskie,do zamieszkania,pełna własność,,
ID4d2kp,680000.0,40.0,2.0,wtórny,5,,kamienica,5.0,cegła,gazowe,do zamieszkania,pełna własność,drewniane,250 zł
ID4c0Jf,470000.0,38.9,2.0,wtórny,2,1963.0,blok,8.0,inne,miejskie,do remontu,,drewniane,500 zł
ID4c6fC,1040340.0,49.54,2.0,wtórny,3,2019.0,apartamentowiec,6.0,,miejskie,,pełna własność,plastikowe,
ID4d9bv,695000.0,53.5,2.0,wtórny,2,2012.0,blok,3.0,,miejskie,,pełna własność,plastikowe,425 zł
ID41sBy,1060000.0,83.95,4.0,wtórny,1,1934.0,kamienica,3.0,cegła,gazowe,do remontu,pełna własność,drewniane,1 100 zł
ID4d6Qq,699000.0,52.0,2.0,wtórny,4,,kamienica,4.0,,miejskie,,spółdzielcze wł. z KW,plastikowe,850 zł
ID4c1A1,920000.0,54.0,2.0,wtórny,10+,2008.0,blok,11.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,600 zł
ID4dbas,915000.0,58.88,3.0,wtórny,4,2016.0,,7.0,,,do zamieszkania,pełna własność,drewniane,680 zł
ID4bBjk,1001100.0,71.0,3.0,wtórny,2,2007.0,apartamentowiec,7.0,cegła,,,,,720 zł
ID4aWld,1216750.0,77.5,3.0,wtórny,2,2010.0,apartamentowiec,4.0,,,,,drewniane,
ID4b6zI,770000.0,59.14,3.0,wtórny,1,1937.0,kamienica,6.0,,miejskie,do zamieszkania,pełna własność,,
ID48OoW,3289900.0,187.0,5.0,pierwotny,2,2020.0,apartamentowiec,2.0,inne,miejskie,,pełna własność,,
ID4d0nC,622644.0,34.98,2.0,wtórny,2,2020.0,blok,6.0,,miejskie,do zamieszkania,,,
ID4dcgo,729000.0,49.3,2.0,wtórny,4,2013.0,apartamentowiec,4.0,,miejskie,,pełna własność,,
ID44kHt,1850000.0,129.76,4.0,wtórny,3,2002.0,blok,,,,,,,
ID4cilP,900000.0,57.0,3.0,wtórny,10,1980.0,blok,,,inne,,spółdzielcze wł. z KW,,
ID4daqK,1440000.0,76.8,3.0,wtórny,1,2018.0,apartamentowiec,2.0,,miejskie,do zamieszkania,pełna własność,drewniane,920 zł
ID4cKF1,1077000.0,80.0,4.0,pierwotny,2,2022.0,apartamentowiec,7.0,,miejskie,,pełna własność,drewniane,
ID4d7W6,1050000.0,62.45,3.0,wtórny,1,1937.0,kamienica,3.0,cegła,,,pełna własność,,
ID4d30U,1900000.0,120.0,5.0,wtórny,1,2000.0,apartamentowiec,3.0,,,,,,980 zł
ID4c0gv,620210.0,56.9,3.0,wtórny,10,,,14.0,,,,,,
ID4bUK3,990000.0,60.4,3.0,wtórny,4,2020.0,,7.0,,,do zamieszkania,,,600 zł
ID4clsR,1490000.0,81.0,3.0,wtórny,2,1936.0,,4.0,,,,pełna własność,,900 zł
ID4d1ta,599000.0,41.35,2.0,wtórny,2,1960.0,blok,3.0,cegła,,,pełna własność,,
ID4c5dj,990000.0,62.38,2.0,wtórny,4,2007.0,apartamentowiec,11.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,660 zł
ID4d4Yr,2766269.0,145.0,5.0,pierwotny,6,,apartamentowiec,8.0,cegła,miejskie,,pełna własność,drewniane,
ID4c9KC,890000.0,78.31,4.0,wtórny,4,1953.0,kamienica,4.0,,,,pełna własność,plastikowe,977 zł
ID4cE6W,1985000.0,147.0,6.0,wtórny,10+,1972.0,,18.0,,,do remontu,pełna własność,,1 050 zł
ID4cLJk,369000.0,31.0,2.0,wtórny,10+,,,12.0,,,do zamieszkania,,plastikowe,430 zł
ID4bFFZ,587185.0,45.55,2.0,pierwotny,2,2022.0,apartamentowiec,4.0,beton,miejskie,do wykończenia,pełna własność,drewniane,450 zł
ID4csmW,2950000.0,164.0,3.0,wtórny,5,1993.0,apartamentowiec,6.0,,miejskie,do zamieszkania,pełna własność,drewniane,
ID4dngK,851000.0,63.0,3.0,wtórny,5,1956.0,kamienica,5.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,636 zł
ID4bMBL,795000.0,61.65,2.0,wtórny,4,2012.0,,7.0,,,do zamieszkania,pełna własność,drewniane,420 zł
ID4aJHS,1153000.0,128.21,3.0,wtórny,parter,1998.0,,4.0,,,,pełna własność,,
ID4cYmd,725000.0,68.5,4.0,wtórny,parter,1975.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,pełna własność,,650 zł
ID4c8Hx,725000.0,52.0,2.0,wtórny,3,1936.0,kamienica,3.0,cegła,miejskie,do remontu,pełna własność,drewniane,620 zł
ID4d1A5,635000.0,59.0,3.0,wtórny,5,1975.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,,
ID4d5Xp,625000.0,41.91,2.0,wtórny,parter,2021.0,apartamentowiec,4.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,580 zł
ID4cTFh,1450000.0,103.08,2.0,wtórny,2,2000.0,apartamentowiec,4.0,cegła,miejskie,,pełna własność,,
ID48z3Y,885000.0,84.8,4.0,wtórny,5,1955.0,kamienica,5.0,cegła,inne,do remontu,pełna własność,,510 zł
ID4bCWw,1070000.0,84.0,3.0,wtórny,1,1997.0,blok,4.0,beton komórkowy,miejskie,do remontu,,,
ID4chdV,549000.0,35.0,2.0,wtórny,10,,,10.0,,,do zamieszkania,,,350 zł
ID4dfJi,759295.0,60.55,3.0,pierwotny,1,2022.0,apartamentowiec,3.0,,miejskie,do wykończenia,pełna własność,plastikowe,
ID4dcEc,1400000.0,86.9,3.0,wtórny,3,2004.0,blok,5.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,900 zł
ID4adJK,2140000.0,119.42,4.0,wtórny,7,2019.0,apartamentowiec,7.0,,,,,,900 zł
ID4b0Ka,1990000.0,159.11,4.0,wtórny,10+,2006.0,apartamentowiec,13.0,cegła,miejskie,,pełna własność,aluminiowe,1 473 zł
ID4cLco,579000.0,46.6,3.0,wtórny,3,1971.0,,3.0,,,do remontu,spółdzielcze wł. z KW,plastikowe,500 zł
ID4awNH,745000.0,52.0,2.0,pierwotny,parter,2021.0,apartamentowiec,2.0,cegła,miejskie,,pełna własność,plastikowe,
ID4diyN,630000.0,44.0,2.0,pierwotny,2,2022.0,apartamentowiec,4.0,,,do wykończenia,pełna własność,,
ID4azIR,4150000.0,303.0,4.0,wtórny,8,2012.0,apartamentowiec,8.0,cegła,miejskie,,pełna własność,drewniane,
ID4cv7f,1050000.0,63.0,3.0,wtórny,1,,kamienica,3.0,,,,,,700 zł
ID4buY7,999000.0,64.58,3.0,wtórny,3,2018.0,apartamentowiec,7.0,żelbet,miejskie,do zamieszkania,pełna własność,plastikowe,825 zł
ID4bfCH,860000.0,88.09,8.0,wtórny,4,1988.0,blok,4.0,inne,miejskie,,spółdzielcze własnościowe,plastikowe,
ID4d2tD,2274250.03,181.94,4.0,pierwotny,7,,,7.0,,,,,,
ID4d1hJ,499000.0,46.6,3.0,wtórny,1,,blok,4.0,,miejskie,,pełna własność,plastikowe,550 zł
ID4dgNl,500000.0,50.0,2.0,pierwotny,3,,apartamentowiec,4.0,,miejskie,,pełna własność,plastikowe,
ID4cEM8,1890000.0,92.0,4.0,wtórny,5,2008.0,blok,5.0,,miejskie,do zamieszkania,pełna własność,drewniane,1 000 zł
ID4ckjI,795000.0,63.0,3.0,wtórny,3,1980.0,blok,8.0,żelbet,miejskie,do zamieszkania,pełna własność,plastikowe,613 zł
ID4dgRR,408500.0,43.0,2.0,wtórny,parter,1973.0,blok,10.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,550 zł
ID4crrg,834000.0,53.0,2.0,wtórny,4,2016.0,blok,6.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,430 zł
ID4cb4L,1085000.0,74.93,3.0,pierwotny,1,2019.0,,6.0,,miejskie,do zamieszkania,pełna własność,,
ID48vgd,2761116.0,160.53,4.0,pierwotny,parter,2020.0,,2.0,,,do wykończenia,,,
ID4dljZ,2900000.0,249.85,5.0,wtórny,10+,2003.0,apartamentowiec,13.0,inne,miejskie,,pełna własność,drewniane,3 000 zł
ID4cTOL,615000.0,57.0,2.0,wtórny,1,,blok,3.0,wielka płyta,miejskie,do zamieszkania,pełna własność,plastikowe,650 zł
ID4awPo,1450000.0,103.5,3.0,wtórny,2,2000.0,apartamentowiec,5.0,,miejskie,do zamieszkania,pełna własność,drewniane,1 200 zł
ID4dlhC,820000.0,67.0,5.0,wtórny,8,1980.0,blok,11.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,,500 zł
ID4bs8X,585000.0,42.7,2.0,wtórny,parter,,blok,3.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,520 zł
ID495HV,998000.0,51.35,2.0,wtórny,parter,2014.0,apartamentowiec,5.0,,miejskie,do zamieszkania,pełna własność,drewniane,
ID4dmYI,2074000.0,118.0,4.0,pierwotny,2,2020.0,apartamentowiec,2.0,silikat,miejskie,do wykończenia,,,
ID4dj2W,500000.0,50.0,2.0,pierwotny,3,,apartamentowiec,4.0,,miejskie,,pełna własność,plastikowe,
ID4bWj4,649000.0,66.0,3.0,wtórny,3,1991.0,blok,4.0,,,,spółdzielcze własnościowe,,
ID4cr7A,1600000.0,93.29,4.0,pierwotny,1,2021.0,,2.0,,,do wykończenia,pełna własność,drewniane,
ID4d2OD,2400000.0,134.0,4.0,wtórny,1,2007.0,apartamentowiec,6.0,cegła,miejskie,,,,
ID4djPO,790000.0,48.03,2.0,wtórny,10,2016.0,blok,10.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID49YaX,549000.0,53.1,3.0,wtórny,4,,blok,4.0,inne,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,480 zł
ID4a7TQ,2595000.0,148.0,3.0,wtórny,2,2005.0,apartamentowiec,3.0,cegła,miejskie,do zamieszkania,pełna własność,,
ID4d6FR,1840000.0,92.0,4.0,wtórny,5,2008.0,apartamentowiec,5.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,900 zł
ID46W9n,4677990.0,161.31,4.0,pierwotny,parter,2020.0,,3.0,,,,,,
ID4dk40,615000.0,42.0,2.0,wtórny,1,2019.0,blok,4.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4cP3t,599000.0,43.2,2.0,wtórny,3,1969.0,,11.0,,,do zamieszkania,pełna własność,plastikowe,550 zł
ID4djCx,2600000.0,148.0,5.0,wtórny,2,,apartamentowiec,5.0,,,do zamieszkania,pełna własność,,
ID4db9x,875000.0,63.0,3.0,wtórny,9,1977.0,blok,10.0,,miejskie,,spółdzielcze własnościowe,plastikowe,
ID4cIFK,695000.0,67.1,3.0,wtórny,2,1992.0,,4.0,cegła,miejskie,,pełna własność,plastikowe,685 zł
ID4cALb,646785.0,47.91,2.0,pierwotny,parter,2020.0,,,,,,,,
ID4cAL9,470613.0,32.91,1.0,pierwotny,parter,2020.0,,,,,,,,
ID4cO5n,1030000.0,87.0,4.0,wtórny,3,2021.0,apartamentowiec,8.0,,,do wykończenia,pełna własność,,790 zł
ID4dfPO,539000.0,50.0,3.0,wtórny,3,1971.0,blok,10.0,wielka płyta,miejskie,,,,630 zł
ID4cEYj,1960000.0,125.0,4.0,wtórny,4,2009.0,apartamentowiec,9.0,,miejskie,do zamieszkania,pełna własność,,
ID4dgZE,2135653.0,126.37,3.0,pierwotny,8,2021.0,apartamentowiec,,inne,,do wykończenia,,,
ID4cTiT,650000.0,47.4,3.0,wtórny,1,1970.0,blok,4.0,,miejskie,do zamieszkania,spółdzielcze własnościowe,,500 zł
ID4cUZG,410000.0,38.1,2.0,wtórny,2,1970.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,pełna własność,plastikowe,450 zł
ID4d93l,710000.0,51.09,3.0,wtórny,2,1974.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,,,
ID4cJsT,742450.0,49.5,2.0,wtórny,3,1958.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,,466 zł
ID4d4HI,450000.0,41.6,2.0,wtórny,6,,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,500 zł
ID4dgAE,499000.0,46.0,3.0,wtórny,4,1968.0,blok,4.0,pustak,piece kaflowe,do remontu,pełna własność,plastikowe,430 zł
ID4cHeP,827000.0,58.4,2.0,wtórny,2,2013.0,apartamentowiec,13.0,,miejskie,do zamieszkania,pełna własność,plastikowe,620 zł
ID4cOrQ,827000.0,58.4,2.0,wtórny,2,2013.0,,13.0,,,,,,
ID4d15s,920000.0,58.9,3.0,wtórny,4,2015.0,apartamentowiec,7.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,680 zł
ID4bwrp,1690000.0,140.0,4.0,wtórny,parter,2005.0,apartamentowiec,3.0,,,do remontu,pełna własność,drewniane,1 500 zł
ID4bG69,2711632.0,154.07,5.0,pierwotny,1,2020.0,,2.0,,,do wykończenia,,,
ID4ab6g,1220000.0,85.22,4.0,wtórny,parter,1963.0,blok,1.0,cegła,gazowe,do remontu,pełna własność,,
ID4cpee,664000.0,48.4,2.0,wtórny,parter,1968.0,kamienica,3.0,cegła,miejskie,,pełna własność,plastikowe,480 zł
ID4cvXn,560000.0,54.0,3.0,wtórny,3,1980.0,blok,3.0,wielka płyta,miejskie,,pełna własność,plastikowe,
ID44LlW,363472.0,27.95,1.0,wtórny,1,,blok,10.0,inne,miejskie,do wykończenia,,,
ID4cYKI,7500.0,160.0,4.0,wtórny,4,2006.0,apartamentowiec,12.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,1 650 zł
ID4cBeC,495000.0,37.5,2.0,wtórny,7,1979.0,blok,10.0,inne,miejskie,do remontu,pełna własność,plastikowe,400 zł
ID4d3hG,1220000.0,77.0,3.0,wtórny,1,,blok,3.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,
ID4dmZ4,705000.0,53.0,3.0,wtórny,8,1980.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,pełna własność,plastikowe,650 zł
ID49gMQ,459000.0,39.2,2.0,wtórny,parter,2000.0,,5.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,550 zł
ID46Nro,2782658.0,167.63,4.0,pierwotny,parter,,,2.0,,,,,,
ID4bMoP,2525444.0,127.0,4.0,pierwotny,6,2021.0,blok,8.0,cegła,miejskie,,pełna własność,drewniane,
ID4bVaZ,705000.0,54.3,2.0,wtórny,parter,1965.0,kamienica,3.0,cegła,miejskie,do remontu,spółdzielcze własnościowe,drewniane,486 zł
ID4aOT9,1040000.0,98.59,4.0,wtórny,9,2007.0,apartamentowiec,15.0,cegła,miejskie,do zamieszkania,,drewniane,
ID4d3zv,1050000.0,63.0,3.0,wtórny,1,1937.0,kamienica,3.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4bwuW,896000.0,76.66,4.0,wtórny,2,2021.0,apartamentowiec,7.0,,,,pełna własność,drewniane,
ID4daUF,1300000.0,86.0,4.0,wtórny,3,2017.0,blok,12.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,1 100 zł
ID4cd1a,4700000.0,235.0,6.0,wtórny,3,1999.0,apartamentowiec,4.0,,,,pełna własność,drewniane,
ID4bJfv,469000.0,44.0,2.0,wtórny,parter,1974.0,,4.0,,,do remontu,,plastikowe,450 zł
ID4bRoR,1239000.0,87.0,3.0,wtórny,parter,2010.0,apartamentowiec,3.0,,miejskie,do zamieszkania,pełna własność,drewniane,900 zł
ID4db22,815400.0,61.46,3.0,pierwotny,4,2022.0,apartamentowiec,11.0,,miejskie,do wykończenia,pełna własność,,600 zł
ID4cVzn,794940.0,57.24,3.0,pierwotny,8,,apartamentowiec,,inne,,do zamieszkania,,,
ID4dl5c,1220000.0,76.5,3.0,wtórny,1,1964.0,kamienica,3.0,cegła,miejskie,,spółdzielcze wł. z KW,,596 zł
ID4dfi4,1149000.0,78.0,3.0,wtórny,3,2014.0,,6.0,cegła,,,,,
ID4d4vw,440000.0,41.2,2.0,wtórny,1,1973.0,blok,4.0,,miejskie,do remontu,spółdzielcze własnościowe,drewniane,600 zł
ID3xNMw,980000.0,82.0,3.0,wtórny,5,2007.0,apartamentowiec,7.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,800 zł
ID4cVD2,2135653.0,126.53,2.0,pierwotny,8,,apartamentowiec,,inne,,do zamieszkania,,,
ID4dcVm,2711632.0,154.07,5.0,pierwotny,1,2021.0,apartamentowiec,2.0,inne,miejskie,do wykończenia,pełna własność,plastikowe,
ID4ddOC,479000.0,57.0,3.0,wtórny,2,1980.0,blok,15.0,wielka płyta,miejskie,do remontu,pełna własność,plastikowe,700 zł
ID4cKKV,650000.0,51.6,3.0,wtórny,parter,1970.0,blok,4.0,pustak,miejskie,,spółdzielcze własnościowe,,
ID4djvn,889000.0,55.5,3.0,wtórny,2,2020.0,apartamentowiec,7.0,inne,miejskie,do zamieszkania,,,
ID3YkB2,2400000.0,180.0,5.0,wtórny,3,2005.0,apartamentowiec,13.0,,miejskie,do zamieszkania,pełna własność,,
ID4d4xX,1050000.0,62.8,3.0,wtórny,5,1975.0,blok,10.0,żelbet,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,700 zł
ID4d2WB,715000.0,65.0,4.0,wtórny,2,1971.0,blok,4.0,,miejskie,do zamieszkania,spółdzielcze wł. z KW,drewniane,700 zł
ID4dchJ,1800000.0,107.07,3.0,pierwotny,4,2021.0,kamienica,4.0,cegła,,do wykończenia,pełna własność,,300 zł
ID4d5nl,621000.0,45.0,2.0,wtórny,4,,,6.0,,,,,,
ID4daRX,519500.0,31.73,2.0,pierwotny,4,2022.0,apartamentowiec,11.0,silikat,miejskie,do wykończenia,pełna własność,drewniane,
ID4bfLX,9800000.0,274.0,5.0,wtórny,1,2016.0,apartamentowiec,7.0,,,do zamieszkania,,aluminiowe,
ID4d4Ji,580000.0,32.5,1.0,wtórny,2,2021.0,,2.0,,miejskie,,pełna własność,plastikowe,
ID4dblo,599000.0,42.0,2.0,wtórny,3,,blok,,,miejskie,do zamieszkania,pełna własność,plastikowe,550 zł
ID4d1EC,710000.0,51.1,3.0,wtórny,2,1974.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,650 zł
ID4cY6I,379000.0,36.0,2.0,wtórny,5,1980.0,blok,10.0,pustak,miejskie,do remontu,spółdzielcze własnościowe,plastikowe,
ID4aqcR,1999000.0,143.0,4.0,wtórny,3,1999.0,apartamentowiec,11.0,,miejskie,do zamieszkania,pełna własność,,
ID4d30y,1100000.0,83.6,3.0,wtórny,1,,apartamentowiec,6.0,,miejskie,do zamieszkania,pełna własność,drewniane,700 zł
ID4d7EP,934999.0,74.0,3.0,wtórny,2,2020.0,apartamentowiec,8.0,,miejskie,,,plastikowe,
ID4ddp9,1050000.0,62.45,3.0,wtórny,1,1937.0,kamienica,3.0,cegła,miejskie,do zamieszkania,,,700 zł
ID4d2Hc,920000.0,58.88,3.0,wtórny,4,2015.0,blok,7.0,inne,miejskie,do zamieszkania,,,
ID4dlFU,630000.0,54.7,3.0,wtórny,4,1977.0,,12.0,,,,spółdzielcze wł. z KW,plastikowe,490 zł
ID4d79O,1050000.0,68.93,4.0,wtórny,parter,2017.0,kamienica,5.0,cegła,,do zamieszkania,pełna własność,drewniane,600 zł
ID4cS6z,929000.0,57.0,2.0,wtórny,5,2016.0,apartamentowiec,7.0,,,do zamieszkania,pełna własność,drewniane,
ID4d9lu,650000.0,59.7,3.0,wtórny,2,1975.0,,10.0,żelbet,miejskie,do zamieszkania,spółdzielcze wł. z KW,,650 zł
ID4bLsj,1660000.0,94.0,4.0,pierwotny,2,2021.0,blok,2.0,,miejskie,,pełna własność,drewniane,
ID45tsN,899000.0,73.5,3.0,wtórny,1,1980.0,blok,11.0,inne,miejskie,do zamieszkania,,,
ID4cVGv,2064600.0,148.0,5.0,wtórny,8,2010.0,,10.0,,,,,drewniane,
ID4adHK,4150000.0,309.0,6.0,wtórny,8,2012.0,apartamentowiec,8.0,,miejskie,do wykończenia,,drewniane,3 000 zł
ID4dfJp,792000.0,64.44,3.0,wtórny,1,1972.0,blok,4.0,,miejskie,do remontu,pełna własność,,630 zł
ID4cHdO,600000.0,44.0,2.0,wtórny,4,1965.0,blok,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,650 zł
ID4d9Ul,695000.0,53.51,2.0,wtórny,2,2012.0,apartamentowiec,3.0,,,,pełna własność,drewniane,425 zł
ID4dh4B,580000.0,50.0,2.0,wtórny,1,1990.0,blok,4.0,cegła,miejskie,do zamieszkania,pełna własność,,500 zł
ID4dlOD,449000.0,36.29,2.0,wtórny,2,1969.0,,10.0,,,,,plastikowe,
ID4boTd,2990000.0,121.0,3.0,wtórny,1,2002.0,,4.0,,,,pełna własność,,
ID4d9Wu,1440000.0,76.8,3.0,wtórny,1,2018.0,,2.0,,,,pełna własność,drewniane,920 zł
ID4aklZ,1660000.0,160.0,6.0,wtórny,4,1997.0,apartamentowiec,4.0,,miejskie,do zamieszkania,pełna własność,,
ID4cEJD,1190000.0,70.0,3.0,wtórny,5,2021.0,,6.0,,,,,,
ID4ckM5,599900.0,43.0,2.0,wtórny,3,1970.0,blok,11.0,,,do zamieszkania,pełna własność,,430 zł
ID4dfca,2200000.0,124.88,4.0,wtórny,10,2010.0,apartamentowiec,10.0,inne,miejskie,do zamieszkania,,plastikowe,
ID4d6tZ,390000.0,27.5,1.0,wtórny,parter,1978.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,260 zł
ID4bofU,540000.0,64.0,4.0,wtórny,parter,1975.0,blok,10.0,,miejskie,,spółdzielcze własnościowe,plastikowe,650 zł
ID4djBG,1149000.0,78.0,3.0,wtórny,3,2014.0,apartamentowiec,5.0,,miejskie,do zamieszkania,pełna własność,drewniane,
ID4cYqv,493500.0,49.5,3.0,wtórny,4,,,4.0,,,,,plastikowe,590 zł
ID4c26a,920000.0,71.0,3.0,wtórny,2,2006.0,,6.0,,miejskie,,,,850 zł
ID4d7rf,1190000.0,95.0,4.0,wtórny,3,2000.0,apartamentowiec,3.0,silikat,miejskie,do zamieszkania,pełna własność,drewniane,800 zł
ID4c6MG,924850.0,66.0,3.0,pierwotny,6,2022.0,blok,11.0,cegła,miejskie,,,,
ID4cZOa,499000.0,46.6,3.0,wtórny,1,1970.0,blok,4.0,,miejskie,do zamieszkania,pełna własność,,500 zł
ID4bWod,729000.0,58.52,2.0,wtórny,6,2007.0,apartamentowiec,8.0,cegła,miejskie,do zamieszkania,pełna własność,,430 zł
ID4d61I,670000.0,48.0,2.0,wtórny,7,,,7.0,,,do zamieszkania,,,
ID4cO3z,550000.0,53.32,3.0,wtórny,5,,blok,10.0,,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,450 zł
ID49Atn,599000.0,48.2,3.0,wtórny,7,1975.0,blok,11.0,wielka płyta,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,500 zł
ID4c5ds,470000.0,38.9,2.0,wtórny,2,1963.0,blok,8.0,inne,miejskie,do remontu,pełna własność,plastikowe,500 zł
ID4d1Tx,948100.0,66.0,3.0,pierwotny,7,2022.0,apartamentowiec,11.0,,miejskie,do wykończenia,pełna własność,,600 zł
ID4cHvK,940000.0,66.08,2.0,wtórny,10+,2008.0,apartamentowiec,16.0,cegła,miejskie,do zamieszkania,,,600 zł
ID4d2T3,2264850.0,129.42,4.0,pierwotny,1,2021.0,apartamentowiec,2.0,,,do wykończenia,,,
ID4dkqa,569600.0,32.0,2.0,wtórny,3,,blok,6.0,,miejskie,do zamieszkania,,,
ID4d7kj,475000.0,37.4,2.0,wtórny,1,1973.0,blok,10.0,żelbet,miejskie,do zamieszkania,pełna własność,plastikowe,414 zł
ID4cMUW,890000.0,55.79,3.0,wtórny,1,2020.0,blok,7.0,,,do zamieszkania,pełna własność,,500 zł
ID4cKzM,2190000.0,185.0,4.0,wtórny,parter,2001.0,apartamentowiec,3.0,cegła,miejskie,,,,
ID4cLCC,899000.0,57.0,2.0,wtórny,2,2013.0,apartamentowiec,4.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,
ID4dfJe,855465.0,71.09,3.0,pierwotny,parter,2022.0,apartamentowiec,3.0,,miejskie,do wykończenia,pełna własność,plastikowe,
ID4chdZ,274500.0,17.0,1.0,wtórny,10,,,10.0,,,do zamieszkania,,,350 zł
ID4dc5f,2300000.0,105.11,4.0,wtórny,2,2019.0,apartamentowiec,2.0,,miejskie,do zamieszkania,pełna własność,drewniane,1 000 zł
ID4d8he,1220000.0,76.45,3.0,wtórny,1,1964.0,kamienica,3.0,cegła,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,595 zł
ID4ddL2,739000.0,49.6,2.0,wtórny,4,2013.0,blok,4.0,cegła,miejskie,do zamieszkania,pełna własność,,
ID4cvRl,1050000.0,62.45,3.0,wtórny,1,,,4.0,,,,,,
