id,Cena,Powierzchnia,Liczba pokoi,Rynek,Piętro,Rok budowy,Rodzaj zabudowy,Liczba pięter,Materiał budynku,Ogrzewanie,Stan wykończenia,Forma własności,Okna,Czynsz
ID4di4o,1550000.0,103.0,4.0,wtórny,3,2007.0,blok,6.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,1 180 zł
ID3S5UE,2480000.0,128.75,4.0,wtórny,4,2008.0,apartamentowiec,5.0,cegła,miejskie,do zamieszkania,,drewniane,
ID4cmzB,1450000.0,93.3,3.0,wtórny,2,2020.0,,3.0,,,do zamieszkania,pełna własność,drewniane,900 zł
ID4d2Ku,587000.0,44.8,2.0,wtórny,parter,2001.0,blok,4.0,cegła,miejskie,do zamieszkania,pełna własność,,498 zł
ID48csL,2950000.0,114.6,3.0,wtórny,3,2003.0,apartamentowiec,4.0,,miejskie,,,drewniane,2 415 zł
ID4a95R,455000.0,36.3,2.0,wtórny,2,1980.0,,5.0,,,,pełna własność,,450 zł
ID4cMj1,747000.0,63.5,4.0,wtórny,2,1975.0,blok,4.0,wielka płyta,miejskie,do remontu,pełna własność,plastikowe,
ID4d31v,550000.0,47.0,3.0,wtórny,6,1970.0,,10.0,,,,,plastikowe,539 zł
ID4c0YT,535000.0,39.51,2.0,wtórny,10,2013.0,apartamentowiec,10.0,inne,miejskie,do zamieszkania,pełna własność,drewniane,300 zł
ID4bUit,499000.0,48.0,3.0,wtórny,4,1975.0,blok,4.0,,miejskie,,,plastikowe,
ID4cM5J,570000.0,56.9,3.0,wtórny,parter,1990.0,blok,15.0,,miejskie,,pełna własność,plastikowe,560 zł
ID4deJ2,2160500.0,117.6,5.0,pierwotny,10+,2022.0,apartamentowiec,11.0,,miejskie,do wykończenia,pełna własność,drewniane,
ID4d5cu,960000.0,68.7,3.0,wtórny,2,2019.0,szeregowiec,5.0,beton komórkowy,miejskie,do zamieszkania,pełna własność,plastikowe,1 000 zł
ID4dfFO,515000.0,47.0,3.0,wtórny,5,1965.0,blok,9.0,wielka płyta,miejskie,do zamieszkania,pełna własność,,650 zł
ID4cPZT,1079000.0,77.35,3.0,wtórny,2,2013.0,apartamentowiec,6.0,cegła,miejskie,do zamieszkania,pełna własność,,750 zł
ID4dd01,1699000.0,176.0,3.0,wtórny,1,,apartamentowiec,11.0,,,do remontu,pełna własność,,
ID49Yd4,699900.0,66.7,4.0,wtórny,8,1975.0,blok,10.0,,miejskie,do zamieszkania,pełna własność,plastikowe,650 zł
ID495zw,2065000.0,106.92,4.0,pierwotny,2,2020.0,apartamentowiec,6.0,,,do wykończenia,,drewniane,
ID4amfN,608753.0,63.5,3.0,pierwotny,1,2022.0,apartamentowiec,3.0,cegła,miejskie,do wykończenia,pełna własność,plastikowe,"9,50 zł"
ID4d5qD,639000.0,36.5,2.0,wtórny,1,1956.0,blok,3.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,340 zł
ID4cYFi,449000.0,33.5,2.0,wtórny,2,1951.0,kamienica,4.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,490 zł
ID4dlde,529000.0,48.49,3.0,wtórny,parter,1972.0,blok,10.0,,miejskie,do zamieszkania,pełna własność,plastikowe,490 zł
ID4de8Y,1890000.0,92.0,4.0,wtórny,5,2008.0,apartamentowiec,5.0,,,do zamieszkania,,,
ID4cYdp,2420000.0,134.93,4.0,wtórny,parter,2008.0,apartamentowiec,4.0,,,,pełna własność,drewniane,
ID4axq2,1990000.0,144.0,4.0,wtórny,3,1999.0,blok,8.0,,,,,,
ID4dcg1,3600000.0,213.43,6.0,pierwotny,4,2021.0,kamienica,4.0,cegła,inne,do wykończenia,pełna własność,,600 zł
ID4d32I,1295000.0,63.0,3.0,wtórny,parter,2018.0,apartamentowiec,2.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,800 zł
ID4dl6u,982000.0,62.5,3.0,wtórny,1,2020.0,blok,7.0,beton komórkowy,gazowe,do zamieszkania,pełna własność,plastikowe,500 zł
ID4cDUh,860000.0,56.6,3.0,wtórny,parter,,blok,10.0,,,do zamieszkania,pełna własność,,520 zł
ID4aEgo,869000.0,68.82,3.0,wtórny,1,1964.0,,8.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,800 zł
ID45LDd,880000.0,43.95,2.0,wtórny,7,2002.0,apartamentowiec,7.0,cegła,miejskie,do wykończenia,pełna własność,drewniane,
ID49qYp,1060000.0,83.0,4.0,wtórny,1,,kamienica,3.0,,,,,,
ID4desp,699000.0,58.35,2.0,wtórny,5,1938.0,kamienica,6.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,650 zł
ID4aJtH,740000.0,56.61,2.0,wtórny,2,2008.0,blok,8.0,cegła,miejskie,do zamieszkania,,,
ID4bJiV,1150000.0,80.5,3.0,wtórny,parter,,kamienica,3.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,830 zł
ID4dfaq,1243000.0,72.43,2.0,wtórny,3,2008.0,,11.0,,,do zamieszkania,,,
ID48OdZ,3289968.0,187.0,5.0,pierwotny,2,,apartamentowiec,2.0,,miejskie,do wykończenia,pełna własność,,
ID4axVw,699000.0,57.5,3.0,wtórny,6,1978.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,,,
ID4dhze,830000.0,62.88,3.0,wtórny,5,1958.0,blok,5.0,cegła,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,636 zł
ID4cwz8,599000.0,47.3,2.0,wtórny,1,2001.0,apartamentowiec,5.0,cegła,miejskie,do zamieszkania,pełna własność,,680 zł
ID491x2,1089000.0,51.0,2.0,wtórny,8,2008.0,blok,9.0,,miejskie,do zamieszkania,pełna własność,drewniane,540 zł
ID4dbf3,604500.0,39.0,2.0,wtórny,5,2020.0,apartamentowiec,,,miejskie,do wykończenia,pełna własność,,
ID4cXID,699000.0,50.0,2.0,wtórny,3,1957.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,,420 zł
ID4deaA,728000.0,55.0,3.0,wtórny,parter,2021.0,,,,,,,,
ID4d4pf,1159000.0,80.73,4.0,wtórny,parter,1936.0,kamienica,2.0,cegła,gazowe,do remontu,pełna własność,drewniane,600 zł
ID4c2TP,996000.0,57.0,2.0,wtórny,4,2009.0,apartamentowiec,7.0,cegła,miejskie,do wykończenia,pełna własność,,700 zł
ID4djKj,960000.0,66.0,3.0,wtórny,6,2018.0,apartamentowiec,10.0,,miejskie,do zamieszkania,,drewniane,713 zł
ID4dfFZ,10000000.0,274.0,6.0,wtórny,1,2015.0,apartamentowiec,5.0,,,,,aluminiowe,
ID4czhc,664000.0,58.9,2.0,wtórny,8,1992.0,,10.0,,,do zamieszkania,pełna własność,plastikowe,550 zł
ID4dasb,489000.0,34.95,1.0,wtórny,3,1950.0,kamienica,4.0,cegła,miejskie,do wykończenia,pełna własność,plastikowe,390 zł
ID4d00u,895000.0,60.0,2.0,wtórny,6,2011.0,apartamentowiec,6.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,650 zł
ID4842d,2300000.0,193.0,4.0,wtórny,7,2003.0,apartamentowiec,9.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4cUgZ,650000.0,53.0,2.0,wtórny,3,,,5.0,cegła,,,spółdzielcze własnościowe,,700 zł
ID4c0Gf,420000.0,35.0,1.0,wtórny,1,,,3.0,cegła,gazowe,,pełna własność,,460 zł
ID4diEu,5000000.0,188.0,6.0,wtórny,,,apartamentowiec,,,,do zamieszkania,pełna własność,,
ID4aky2,4600000.0,213.0,5.0,wtórny,2,2010.0,apartamentowiec,3.0,cegła,miejskie,,pełna własność,,2 500 zł
ID4a225,1190000.0,92.0,5.0,wtórny,4,1974.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,,,
ID4d6CP,850000.0,74.0,3.0,wtórny,2,1992.0,blok,4.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,1 100 zł
ID4deDs,535000.0,38.99,2.0,wtórny,3,1978.0,blok,4.0,,miejskie,,pełna własność,,492 zł
ID4daAs,529000.0,48.43,3.0,wtórny,parter,1970.0,blok,10.0,wielka płyta,miejskie,do remontu,pełna własność,,
ID4cKJL,599000.0,43.0,2.0,wtórny,3,1990.0,blok,9.0,beton komórkowy,,,pełna własność,plastikowe,
ID4apY7,9800000.0,274.21,4.0,wtórny,1,2016.0,apartamentowiec,7.0,,miejskie,do zamieszkania,pełna własność,,
ID4dmnZ,1600000.0,72.69,2.0,wtórny,parter,1935.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID48fz0,659900.0,52.0,2.0,wtórny,10,1980.0,blok,10.0,wielka płyta,miejskie,,pełna własność,plastikowe,530 zł
ID4aVMv,1280000.0,63.48,2.0,wtórny,parter,2018.0,apartamentowiec,2.0,,miejskie,do zamieszkania,pełna własność,aluminiowe,
ID4cuRU,1450000.0,89.94,3.0,wtórny,6,2017.0,,6.0,,,do zamieszkania,pełna własność,drewniane,
ID4d0Gb,2761116.0,160.53,4.0,pierwotny,parter,,apartamentowiec,2.0,,miejskie,,,,
ID4bnNz,3200000.0,162.1,5.0,wtórny,5,2001.0,apartamentowiec,7.0,,,,,,2 200 zł
ID4c0Pp,2980000.0,175.0,5.0,wtórny,5,1930.0,kamienica,5.0,,miejskie,,pełna własność,,
ID4brk4,2939200.0,167.0,4.0,pierwotny,2,2022.0,apartamentowiec,3.0,,,do wykończenia,,,
ID4cgrs,2200000.0,114.0,3.0,wtórny,2,2003.0,apartamentowiec,3.0,cegła,miejskie,do zamieszkania,,plastikowe,1 200 zł
ID49ReK,449000.0,32.37,2.0,pierwotny,parter,2022.0,apartamentowiec,8.0,żelbet,miejskie,do wykończenia,pełna własność,drewniane,
ID4bieE,599000.0,47.0,3.0,wtórny,1,1970.0,blok,4.0,,miejskie,do zamieszkania,spółdzielcze własnościowe,,
ID494eg,1220000.0,76.5,3.0,wtórny,1,1964.0,kamienica,3.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,740 zł
ID4axhe,1153000.0,128.21,4.0,wtórny,parter,,apartamentowiec,4.0,cegła,,do zamieszkania,pełna własność,,
ID48I7j,939000.0,98.67,4.0,wtórny,3,1996.0,apartamentowiec,6.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,1 100 zł
ID4cQKK,1897999.0,119.0,4.0,pierwotny,1,2021.0,blok,,cegła,miejskie,,pełna własność,aluminiowe,
ID4dmId,1489000.0,140.0,4.0,wtórny,3,1953.0,kamienica,3.0,,gazowe,do zamieszkania,spółdzielcze własnościowe,drewniane,925 zł
ID4deaT,499999.0,46.1,3.0,wtórny,parter,1964.0,,,wielka płyta,,,pełna własność,,411 zł
ID4bT5z,2990000.0,121.0,3.0,wtórny,1,2002.0,apartamentowiec,4.0,,miejskie,do zamieszkania,,,
ID42Zwc,1158975.0,85.85,4.0,wtórny,2,2009.0,apartamentowiec,9.0,,miejskie,,,,
ID4a9pa,929000.0,66.68,3.0,wtórny,parter,2016.0,apartamentowiec,7.0,inne,miejskie,do zamieszkania,pełna własność,drewniane,665 zł
ID4cLiD,881600.0,60.8,3.0,wtórny,3,1978.0,blok,9.0,beton,miejskie,do zamieszkania,pełna własność,plastikowe,780 zł
ID4cALg,706320.0,52.32,2.0,pierwotny,parter,2020.0,,,,,,,,
ID4ddvf,450000.0,34.88,2.0,wtórny,1,1950.0,blok,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4dmzs,1570000.0,77.4,3.0,wtórny,1,2016.0,apartamentowiec,4.0,inne,,do zamieszkania,,,
ID4bVsW,519000.0,45.0,2.0,wtórny,10,1976.0,,10.0,,,,,,
ID4cWWf,4363305.0,204.85,5.0,pierwotny,8,2019.0,apartamentowiec,8.0,,miejskie,,pełna własność,,
ID454Fb,2850000.0,280.0,6.0,wtórny,10+,2003.0,,12.0,,,,pełna własność,,
ID4dhgH,895000.0,50.0,2.0,wtórny,6,1995.0,blok,6.0,cegła,miejskie,do zamieszkania,spółdzielcze własnościowe,,720 zł
ID4coKm,447120.0,37.26,2.0,wtórny,6,1970.0,blok,10.0,,miejskie,do remontu,pełna własność,,570 zł
ID4bQF4,399000.0,27.2,1.0,wtórny,5,1970.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,300 zł
ID4djQL,559000.0,53.0,3.0,wtórny,3,,blok,7.0,,miejskie,do zamieszkania,pełna własność,plastikowe,500 zł
ID4cKnm,514000.0,41.21,2.0,pierwotny,4,2022.0,,4.0,,,do wykończenia,,plastikowe,
ID4aKtY,448770.0,28.0,1.0,pierwotny,10,2022.0,apartamentowiec,10.0,cegła,miejskie,,pełna własność,plastikowe,
ID4dg1i,370000.0,29.1,1.0,wtórny,1,1970.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,
ID4c3z5,689000.0,59.0,3.0,wtórny,4,1975.0,blok,10.0,,miejskie,do zamieszkania,spółdzielcze wł. z KW,,
ID4cVDU,2178213.0,128.61,4.0,pierwotny,8,,apartamentowiec,,inne,,do zamieszkania,,,
ID4daRD,565000.0,57.0,3.0,wtórny,parter,1980.0,blok,15.0,wielka płyta,miejskie,do wykończenia,pełna własność,plastikowe,560 zł
ID41XGY,555000.0,48.0,2.0,wtórny,2,1955.0,blok,5.0,cegła,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,600 zł
ID4d0m7,611000.0,47.0,2.0,wtórny,3,1960.0,blok,10.0,,miejskie,do zamieszkania,,,550 zł
ID4c5KS,599000.0,52.25,3.0,wtórny,9,1976.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,600 zł
ID4c6ud,430058.0,28.0,1.0,pierwotny,7,2022.0,blok,10.0,cegła,miejskie,,,plastikowe,
ID4dlky,750000.0,57.0,3.0,pierwotny,4,1973.0,blok,10.0,wielka płyta,miejskie,do remontu,spółdzielcze wł. z KW,,600 zł
ID4dcZg,664000.0,48.4,2.0,wtórny,parter,1968.0,blok,3.0,cegła,miejskie,,,plastikowe,
ID4de9j,1890000.0,92.0,4.0,wtórny,5,2008.0,,5.0,,,,pełna własność,,1 000 zł
ID44Z7R,789000.0,66.87,2.0,wtórny,2,1950.0,kamienica,3.0,cegła,miejskie,,pełna własność,plastikowe,
ID4d2Iy,1287000.0,78.0,3.0,wtórny,5,2000.0,apartamentowiec,5.0,cegła,,do zamieszkania,pełna własność,plastikowe,1 000 zł
ID4d3X1,900000.0,46.24,2.0,wtórny,parter,1938.0,kamienica,3.0,cegła,miejskie,,pełna własność,plastikowe,520 zł
ID4cPBG,1200000.0,95.76,4.0,wtórny,7,1979.0,blok,7.0,,miejskie,do zamieszkania,pełna własność,plastikowe,1 000 zł
ID4djsL,687000.0,52.52,2.0,wtórny,1,2009.0,blok,6.0,silikat,miejskie,do zamieszkania,pełna własność,drewniane,460 zł
ID4dgtV,1590000.0,79.0,3.0,wtórny,1,2018.0,apartamentowiec,5.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,
ID4dlbQ,686000.0,44.5,2.0,wtórny,2,1969.0,blok,10.0,,,do zamieszkania,pełna własność,plastikowe,600 zł
ID4djQU,1897824.0,119.36,4.0,pierwotny,1,2019.0,apartamentowiec,3.0,,,,,,
ID4d2LG,920000.0,58.9,3.0,wtórny,4,2015.0,blok,7.0,,miejskie,do zamieszkania,pełna własność,plastikowe,680 zł
ID4cTKq,2880000.0,152.0,5.0,wtórny,3,2006.0,apartamentowiec,4.0,,,,pełna własność,,
ID4aZsH,399000.0,28.2,1.0,wtórny,3,1956.0,kamienica,5.0,cegła,miejskie,do remontu,pełna własność,plastikowe,
ID4cMqF,599000.0,44.0,2.0,wtórny,3,1960.0,blok,11.0,,miejskie,do zamieszkania,pełna własność,,550 zł
ID47thy,1654045.0,93.64,4.0,pierwotny,2,,,2.0,,,,,,
ID4b7VR,850000.0,68.0,3.0,wtórny,3,1981.0,blok,3.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,770 zł
ID4cnM3,790000.0,44.0,2.0,wtórny,4,2018.0,apartamentowiec,5.0,,miejskie,,,drewniane,
ID4cznb,2711632.0,154.07,5.0,pierwotny,1,2020.0,apartamentowiec,2.0,,miejskie,,pełna własność,drewniane,
ID4dkkW,705000.0,53.0,3.0,wtórny,8,1980.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,pełna własność,plastikowe,650 zł
ID4derz,810000.0,60.0,2.0,wtórny,5,2005.0,apartamentowiec,8.0,,miejskie,do zamieszkania,pełna własność,plastikowe,620 zł
